"","Sequence_ID","Cluster99","Cluster95","Cluster90","Cluster85","Cluster80"
"116894","MT684594_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116895","KT246485_0A_Rev_23480","99_3767","95_3615","90_3548","85_3458","80_3399"
"116896","MT114159_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116897","MK919482_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116898","MT818421_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116899","OP820466_0A_Rev_23216","99_3767","95_3615","90_3548","85_3458","80_3399"
"116900","MZ005672_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116901","MH697577_0A_Rev_23492","99_3767","95_3615","90_3548","85_3458","80_3399"
"116902","PP750956_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116903","KJ538722_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116904","PP208933_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116905","MT657330_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116906","MZ622181_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116907","KT454972_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116908","OP297533_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116909","MW924639_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116910","MK494095_0A_Rev_23780","99_3767","95_3615","90_3548","85_3458","80_3399"
"116911","KT222940_0A_Rev_23486","99_3767","95_3615","90_3548","85_3458","80_3399"
"116912","MT941682_0A_Fwd_15686","99_45853","95_40280","90_37297","85_34580","80_32311"
"116913","MT949699_0A_Rev_10934","99_45855","95_40281","90_37298","85_34581","80_20953"
"116914","MW388003_0A_Rev_11266","99_45855","95_40281","90_37298","85_34581","80_20953"
"116915","OZ038336_0A_Rev_72636","99_45855","95_40281","90_37298","85_34581","80_20953"
"116916","MW388002_0A_Rev_11226","99_45855","95_40281","90_37298","85_34581","80_20953"
"116917","MW388001_0A_Rev_11206","99_45855","95_40281","90_37298","85_34581","80_20953"
"116918","OL770260_0A_Rev_10033","99_45855","95_40281","90_37298","85_34581","80_20953"
"116919","MW388004_0A_Rev_10888","99_45855","95_40281","90_37298","85_34581","80_20953"
"116920","MW388004_0A_Rev_18500","99_45856","95_40282","90_37299","85_34582","80_32312"
"116921","MT949699_0A_Rev_18562","99_45856","95_40282","90_37299","85_34582","80_32312"
"116922","MW388002_0A_Rev_18630","99_45856","95_40282","90_37299","85_34582","80_32312"
"116923","MW388003_0A_Rev_18893","99_45856","95_40282","90_37299","85_34582","80_32312"
"116924","MW388001_0A_Rev_18610","99_45856","95_40282","90_37299","85_34582","80_32312"
"116925","OZ038336_0A_Rev_81232","99_69550","95_40282","90_37299","85_34582","80_32312"
"116926","MW388001_0A_Rev_127016","99_45857","95_40283","90_37300","85_34583","80_32313"
"116927","MW388002_0A_Rev_127645","99_45857","95_40283","90_37300","85_34583","80_32313"
"116928","MW388004_0A_Rev_129095","99_45857","95_40283","90_37300","85_34583","80_32313"
"116929","MW388003_0A_Rev_128026","99_45857","95_40283","90_37300","85_34583","80_32313"
"116930","MT949699_0A_Rev_129216","99_45857","95_40283","90_37300","85_34583","80_32313"
"116931","OL770260_0A_Rev_126747","99_45857","95_40283","90_37300","85_34583","80_32313"
"116932","MW388003_0A_Rev_76365","99_47319","95_41553","90_37301","85_34584","80_32314"
"116933","MW388004_0A_Rev_76312","99_45858","95_40284","90_37301","85_34584","80_32314"
"116934","OL770260_0A_Rev_76951","99_54615","95_47683","90_37301","85_34584","80_32314"
"116935","OZ038336_0A_Rev_139139","99_54615","95_47683","90_37301","85_34584","80_32314"
"116936","MW388002_0A_Rev_75984","99_47319","95_41553","90_37301","85_34584","80_32314"
"116937","MW388001_0A_Rev_75964","99_47319","95_41553","90_37301","85_34584","80_32314"
"116938","MT949699_0A_Rev_76374","99_45858","95_40284","90_37301","85_34584","80_32314"
"116939","MW388004_0A_Fwd_37374","99_45859","95_40285","90_37302","85_34585","80_32315"
"116940","OL770260_0A_Fwd_38329","99_45859","95_40285","90_37302","85_34585","80_32315"
"116941","MW388002_0A_Fwd_37370","99_47327","95_41561","90_37302","85_34585","80_32315"
"116942","MT949699_0A_Fwd_37436","99_45859","95_40285","90_37302","85_34585","80_32315"
"116943","MW388001_0A_Fwd_37350","99_47327","95_41561","90_37302","85_34585","80_32315"
"116944","MW388003_0A_Fwd_37753","99_47327","95_41561","90_37302","85_34585","80_32315"
"116945","MT949699_0A_Rev_77722","99_45860","95_40286","90_37303","85_34586","80_32316"
"116946","OL770260_0A_Rev_78298","99_45860","95_40286","90_37303","85_34586","80_32316"
"116947","OZ038336_0A_Rev_140219","99_45860","95_40286","90_37303","85_34586","80_32316"
"116948","MW388004_0A_Rev_77660","99_45860","95_40286","90_37303","85_34586","80_32316"
"116949","MW388002_0A_Rev_60543","99_45861","95_40287","90_37304","85_34587","80_32317"
"116950","MW388003_0A_Rev_60924","99_45861","95_40287","90_37304","85_34587","80_32317"
"116951","MT949699_0A_Rev_60607","99_45861","95_40287","90_37304","85_34587","80_32317"
"116952","MW388001_0A_Rev_60523","99_45861","95_40287","90_37304","85_34587","80_32317"
"116953","MW388004_0A_Rev_60545","99_45861","95_40287","90_37304","85_34587","80_32317"
"116954","OL770260_0A_Rev_61500","99_45861","95_40287","90_37304","85_34587","80_32317"
"116955","OZ038336_0A_Rev_123801","99_45861","95_40287","90_37304","85_34587","80_32317"
"116956","MW388004_0A_Rev_16428","99_45862","95_40288","90_37305","85_34588","80_32318"
"116957","MT949699_0A_Rev_16490","99_45862","95_40288","90_37305","85_34588","80_32318"
"116958","MW388004_0A_Rev_22429","99_45863","95_40289","90_37306","85_34589","80_32319"
"116959","MT949699_0A_Rev_22491","99_45863","95_40289","90_37306","85_34589","80_32319"
"116960","MK494095_0A_Rev_16909","99_3768","95_3616","90_3549","85_3459","80_3400"
"116961","MZ622181_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116962","MF919517_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116963","MZ005672_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116964","OP297533_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116965","KT454972_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116966","MT684594_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116967","OP867018_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116968","KT222940_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116969","MT818421_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116970","MW924639_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116971","MH697577_0A_Rev_16621","99_3768","95_3616","90_3549","85_3459","80_3400"
"116972","PP750956_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116973","MK919482_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116974","OP820466_0A_Rev_16345","99_30504","95_27241","90_3549","85_3459","80_3400"
"116975","PP208933_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116976","MH727549_0A_Rev_16339","99_30504","95_27241","90_3549","85_3459","80_3400"
"116977","EU203571_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116978","KT246485_0A_Rev_16612","99_3768","95_3616","90_3549","85_3459","80_3400"
"116979","KJ538722_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116980","MT657330_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116981","MT114159_0A_Rev_16618","99_3768","95_3616","90_3549","85_3459","80_3400"
"116982","MW388002_0A_Fwd_125484","99_45864","95_40290","90_37307","85_34590","80_32320"
"116983","MW388001_0A_Fwd_124855","99_45864","95_40290","90_37307","85_34590","80_32320"
"116984","OL770260_0A_Fwd_124586","99_45864","95_40290","90_37307","85_34590","80_32320"
"116985","MT949699_0A_Fwd_127055","99_45864","95_40290","90_37307","85_34590","80_32320"
"116986","MW388003_0A_Fwd_125865","99_45864","95_40290","90_37307","85_34590","80_32320"
"116987","MW388004_0A_Fwd_126934","99_45864","95_40290","90_37307","85_34590","80_32320"
"116988","MW388002_0A_Rev_42185","99_47321","95_41555","90_37308","85_34591","80_27240"
"116989","MW388004_0A_Rev_42189","99_45865","95_40291","90_37308","85_34591","80_27240"
"116990","MT949699_0A_Rev_42251","99_45865","95_40291","90_37308","85_34591","80_27240"
"116991","OZ038336_0A_Rev_105075","99_45865","95_40291","90_37308","85_34591","80_27240"
"116992","MW388001_0A_Rev_42165","99_47321","95_41555","90_37308","85_34591","80_27240"
"116993","MW388003_0A_Rev_42568","99_47321","95_41555","90_37308","85_34591","80_27240"
"116994","OL770260_0A_Rev_43144","99_54609","95_40291","90_37308","85_34591","80_27240"
"116995","MW388003_0A_Fwd_113595","99_45866","95_40292","90_37309","85_34592","80_32321"
"116996","PP798982_0A_Fwd_23924","99_45866","95_40292","90_37309","85_34592","80_32321"
"116997","OQ627712_0A_Fwd_131129","99_45866","95_40292","90_37309","85_34592","80_32321"
"116998","MW388004_0A_Fwd_113869","99_45866","95_40292","90_37309","85_34592","80_32321"
"116999","MW388001_0A_Fwd_112585","99_45866","95_40292","90_37309","85_34592","80_32321"
"117000","MT949699_0A_Fwd_113990","99_45866","95_40292","90_37309","85_34592","80_32321"
"117001","PP798956_0A_Fwd_33621","99_45866","95_40292","90_37309","85_34592","80_32321"
"117002","MW388002_0A_Fwd_113214","99_45866","95_40292","90_37309","85_34592","80_32321"
"117003","MW388003_0A_Rev_128628","99_45867","95_40293","90_37310","85_34593","80_32322"
"117004","OL770260_0A_Rev_127349","99_45867","95_40293","90_37310","85_34593","80_32322"
"117005","OZ038336_0A_Rev_23251","99_45867","95_40293","90_37310","85_34593","80_32322"
"117006","MW388002_0A_Rev_128247","99_45867","95_40293","90_37310","85_34593","80_32322"
"117007","MW388001_0A_Rev_127618","99_45867","95_40293","90_37310","85_34593","80_32322"
"117008","MT949699_0A_Rev_129818","99_45867","95_40293","90_37310","85_34593","80_32322"
"117009","MW388004_0A_Rev_129697","99_45867","95_40293","90_37310","85_34593","80_32322"
"117010","MW388003_0A_Fwd_166913","99_45868","95_40294","90_37311","85_34594","80_32323"
"117011","OZ038336_0A_Fwd_61542","99_45868","95_40294","90_37311","85_34594","80_32323"
"117012","MW388002_0A_Fwd_166546","99_45868","95_40294","90_37311","85_34594","80_32323"
"117013","OL770260_0A_Fwd_165319","99_45868","95_40294","90_37311","85_34594","80_32323"
"117014","MW388004_0A_Fwd_168049","99_45868","95_40294","90_37311","85_34594","80_32323"
"117015","MT949699_0A_Fwd_168121","99_45868","95_40294","90_37311","85_34594","80_32323"
"117016","MW388001_0A_Fwd_165917","99_45868","95_40294","90_37311","85_34594","80_32323"
"117017","OQ627712_0A_Rev_12032","99_63892","95_55537","90_50951","85_34595","80_32324"
"117018","OZ038336_0A_Rev_58826","99_45869","95_40295","90_37312","85_34595","80_32324"
"117019","MW388003_0A_Rev_164197","99_45869","95_40295","90_37312","85_34595","80_32324"
"117020","MW388001_0A_Rev_163201","99_45869","95_40295","90_37312","85_34595","80_32324"
"117021","MW388002_0A_Rev_163830","99_45869","95_40295","90_37312","85_34595","80_32324"
"117022","MT949699_0A_Rev_165405","99_45869","95_40295","90_37312","85_34595","80_32324"
"117023","OL770260_0A_Rev_162604","99_45869","95_40295","90_37312","85_34595","80_32324"
"117024","MW388004_0A_Rev_165333","99_45869","95_40295","90_37312","85_34595","80_32324"
"117025","PP798956_0A_Rev_32754","99_45870","95_40296","90_37313","85_34596","80_32202"
"117026","MW388003_0A_Rev_112728","99_45870","95_40296","90_37313","85_34596","80_32202"
"117027","OQ627712_0A_Rev_130262","99_45870","95_40296","90_37313","85_34596","80_32202"
"117028","MT949699_0A_Rev_113123","99_45870","95_40296","90_37313","85_34596","80_32202"
"117029","MW388004_0A_Rev_113002","99_45870","95_40296","90_37313","85_34596","80_32202"
"117030","MW388002_0A_Rev_112347","99_45870","95_40296","90_37313","85_34596","80_32202"
"117031","PP798982_0A_Rev_23057","99_45870","95_40296","90_37313","85_34596","80_32202"
"117032","MW388001_0A_Rev_111718","99_45870","95_40296","90_37313","85_34596","80_32202"
"117033","MW388004_0A_Rev_62601","99_45871","95_40297","90_37314","85_34597","80_20962"
"117034","OZ038336_0A_Rev_125859","99_69549","95_40297","90_37314","85_34597","80_20962"
"117035","MT949699_0A_Rev_62663","99_45871","95_40297","90_37314","85_34597","80_20962"
"117036","OL770260_0A_Rev_13516","99_45872","95_40298","90_37315","85_34598","80_32325"
"117037","MW388002_0A_Rev_14707","99_45872","95_40298","90_37315","85_34598","80_32325"
"117038","MW388001_0A_Rev_14687","99_45872","95_40298","90_37315","85_34598","80_32325"
"117039","MW388004_0A_Rev_14369","99_45872","95_40298","90_37315","85_34598","80_32325"
"117040","MW388003_0A_Rev_14747","99_45872","95_40298","90_37315","85_34598","80_32325"
"117041","OZ038336_0A_Rev_76117","99_45872","95_40298","90_37315","85_34598","80_32325"
"117042","MT949699_0A_Rev_14415","99_45872","95_40298","90_37315","85_34598","80_32325"
"117043","MW388002_0A_Rev_45500","99_47323","95_41557","90_38458","85_34599","80_5758"
"117044","MT949699_0A_Rev_45566","99_45873","95_40299","90_37316","85_34599","80_5758"
"117045","MW388001_0A_Rev_45480","99_47323","95_41557","90_38458","85_34599","80_5758"
"117046","MW388003_0A_Rev_45883","99_47323","95_41557","90_38458","85_34599","80_5758"
"117047","MW388004_0A_Rev_45504","99_45873","95_40299","90_37316","85_34599","80_5758"
"117048","AB910393_0A_Fwd_51960","99_349","95_347","90_347","85_346","80_346"
"117049","OK094707_0A_Fwd_51791","99_349","95_347","90_347","85_346","80_346"
"117050","KT454972_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117051","MH697577_0A_Fwd_10335","99_3769","95_3617","90_3550","85_3460","80_3401"
"117052","OP820466_0A_Fwd_10074","99_3769","95_3617","90_3550","85_3460","80_3401"
"117053","MH727549_0A_Fwd_10041","99_3769","95_3617","90_3550","85_3460","80_3401"
"117054","MT818421_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117055","MT657330_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117056","OP867018_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117057","MT684594_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117058","MF919517_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117059","MK919482_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117060","MZ622181_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117061","MK494095_0A_Fwd_10632","99_3769","95_3617","90_3550","85_3460","80_3401"
"117062","PP750956_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117063","EU203571_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117064","MW924639_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117065","PP208933_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117066","KT222940_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117067","KJ538722_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117068","MZ005672_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117069","OP297533_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117070","KT246485_0A_Fwd_10335","99_3769","95_3617","90_3550","85_3460","80_3401"
"117071","MT114159_0A_Fwd_10341","99_3769","95_3617","90_3550","85_3460","80_3401"
"117072","OZ038336_0A_Rev_168908","99_47326","95_41560","90_38461","85_34600","80_32326"
"117073","MT949699_0A_Rev_106514","99_45874","95_40300","90_37317","85_34600","80_32326"
"117074","MW388003_0A_Rev_106112","99_45874","95_40300","90_37317","85_34600","80_32326"
"117075","MW388001_0A_Rev_105102","99_47326","95_41560","90_38461","85_34600","80_32326"
"117076","OL770260_0A_Rev_106365","99_47326","95_41560","90_38461","85_34600","80_32326"
"117077","MW388002_0A_Rev_105731","99_47326","95_41560","90_38461","85_34600","80_32326"
"117078","MW388004_0A_Rev_106393","99_45874","95_40300","90_37317","85_34600","80_32326"
"117079","OL763420_0A_Rev_88785","99_54579","95_47663","90_37318","85_34601","80_32327"
"117080","OL770260_0A_Rev_43599","99_47318","95_40301","90_37318","85_34601","80_32327"
"117081","MW388004_0A_Rev_42644","99_45875","95_40301","90_37318","85_34601","80_32327"
"117082","OZ038336_0A_Rev_105529","99_69552","95_60177","90_37318","85_34601","80_32327"
"117083","MT949699_0A_Rev_42706","99_45875","95_40301","90_37318","85_34601","80_32327"
"117084","MW388003_0A_Rev_43023","99_47318","95_40301","90_37318","85_34601","80_32327"
"117085","MW388002_0A_Rev_42640","99_47318","95_40301","90_37318","85_34601","80_32327"
"117086","MW388001_0A_Rev_42620","99_47318","95_40301","90_37318","85_34601","80_32327"
"117087","OZ038336_0A_Fwd_87860","99_47325","95_41559","90_38460","85_34602","80_32328"
"117088","MT949699_0A_Fwd_25017","99_45876","95_40302","90_37319","85_34602","80_32328"
"117089","MW388001_0A_Fwd_24929","99_47325","95_41559","90_38460","85_34602","80_32328"
"117090","MW388002_0A_Fwd_24949","99_47325","95_41559","90_38460","85_34602","80_32328"
"117091","MW388004_0A_Fwd_24955","99_45876","95_40302","90_37319","85_34602","80_32328"
"117092","OL770260_0A_Fwd_25677","99_54614","95_40302","90_37319","85_34602","80_32328"
"117093","MW388003_0A_Fwd_25355","99_47325","95_41559","90_38460","85_34602","80_32328"
"117094","MW388002_0A_Fwd_101151","99_45877","95_40303","90_37320","85_34603","80_12706"
"117095","MW388003_0A_Fwd_101532","99_45877","95_40303","90_37320","85_34603","80_12706"
"117096","MW388004_0A_Fwd_102422","99_45877","95_40303","90_37320","85_34603","80_12706"
"117097","MW388001_0A_Fwd_101131","99_45877","95_40303","90_37320","85_34603","80_12706"
"117098","MT949699_0A_Fwd_102543","99_45877","95_40303","90_37320","85_34603","80_12706"
"117099","MT951568_0A_Rev_31568","99_45879","95_40305","90_37322","85_34604","80_32329"
"117100","MT951568_0A_Fwd_10772","99_45880","95_40306","90_37323","85_34605","80_32330"
"117101","MT951568_0A_Rev_22707","99_45881","95_40307","90_37324","85_34606","80_32331"
"117102","MT951568_0A_Rev_16598","99_45883","95_40309","90_37326","85_34607","80_32332"
"117103","MT951568_0A_Rev_34550","99_45884","95_40310","90_37327","85_34608","80_32333"
"117104","MT951568_0A_Rev_7406","99_45886","95_40311","90_37328","85_34609","80_32334"
"117105","MK494095_0A_Fwd_13930","99_3770","95_3618","90_3551","85_3461","80_3402"
"117106","MT818421_0A_Fwd_13642","99_3770","95_3618","90_3551","85_3461","80_3402"
"117107","MH727549_0A_Fwd_13360","99_3770","95_3618","90_3551","85_3461","80_3402"
"117108","PP750956_0A_Fwd_13642","99_3770","95_3618","90_3551","85_3461","80_3402"
"117109","KJ538722_0A_Fwd_13642","99_3770","95_3618","90_3551","85_3461","80_3402"
"117110","OP820466_0A_Fwd_13366","99_3770","95_3618","90_3551","85_3461","80_3402"
