contig_id	contig_length	n_genes	votu	genus_cluster	family_cluster	genomad_taxonomy	predicted_host	genomad_chromosome_score	genomad_plasmid_score	genomad_virus_score	genomad_n_uscg	genomad_n_plasmid_hallmarks	genomad_n_virus_hallmarks	genomad_marker_enrichment_c	genomad_marker_enrichment_p	genomad_marker_enrichment_v	checkv_quality	checkv_completeness	checkv_completeness_method	checkv_aai	checkv_aai_shared_fraction
3300036795.a:Ga0376668_0017455	7848	7	vOTU_009434	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0153	0.0153	0.9694	0	0	3	-11.2899	-9.9575	9.6608	Low-quality	13.73	AAI-based (medium-confidence)	52.98	87.15
3300036795.a:Ga0376668_0017836	7763	11	vOTU_009431	gc_000712	fc_000391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0075	0.0136	0.9789	0	0	3	-17.3508	-14.6959	14.0303	Low-quality	19.51	AAI-based (medium-confidence)	38.94	71.01
3300036795.a:Ga0376668_0020819	7195	9	vOTU_009419	gc_002460	fc_000179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0116	0.9813	0	0	1	-13.0493	-12.1405	10.9975	Low-quality	13.38	AAI-based (high-confidence)	67.2	44.94
3300036795.a:Ga0376668_0021131	7140	16	vOTU_009609	gc_012163	fc_000265	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0267	0.9647	0	0	1	-9.4232	-8.2705	7.7141	Low-quality	2.77	HMM-based (lower-bound)	40.64	32.62
3300036795.a:Ga0376668_0023409	6770	11	vOTU_009582	gc_000106	fc_000039	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0132	0.9798	0	0	2	-11.9885	-9.1438	9.0459	Not-determined			40.93	42.44
3300036795.a:Ga0376668_0023549	6751	8	vOTU_003306	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0068	0.0108	0.9824	0	0	3	-12.028	-12.028	12.028	Low-quality	11.23	AAI-based (high-confidence)	52.24	93.09
3300036795.a:Ga0376668_0024679	6600	10	vOTU_009420	gc_012168	fc_000504	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0091	0.0144	0.9765	0	0	1	-7.6566	-6.4455	6.3554	Low-quality	5.68	HMM-based (lower-bound)	39.6	29.95
3300036795.a:Ga0376668_0024798	6585	11	vOTU_009616	gc_012141	fc_000509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.0135	0.9791	0	0	1	-7.1715	-7.3817	5.5666	Low-quality	10.07	AAI-based (medium-confidence)	55.5	31.64
3300036795.a:Ga0376668_0027740	6212	14	vOTU_009421	gc_000491	fc_000034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0123	0.9811	0	0	7	-21.1104	-21.3419	19.3518	Low-quality	16.19	AAI-based (medium-confidence)	46.02	49.34
3300036795.a:Ga0376668_0028536	6123	14	vOTU_009444	gc_012178	fc_004218	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0149	0.0484	0.9367	0	0	1	-4.8538	-2.5658	2.5251	Not-determined			32.9	10.32
3300036795.a:Ga0376668_0029335	6031	9	vOTU_009632	gc_000004	fc_000005	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0064	0.0111	0.9825	0	0	5	-16.7624	-12.1479	12.0393	Low-quality	8.41	AAI-based (high-confidence)	55.11	68.0
3300036795.a:Ga0376668_0030066	5955	8	vOTU_009637	gc_001448	fc_000002	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0135	0.9788	0	0	3	-10.3097	-10.3097	10.3097	Low-quality	16.21	AAI-based (medium-confidence)	43.13	46.17
3300036795.a:Ga0376668_0031033	5851	6	vOTU_009422	gc_012169	fc_000169	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0132	0.0573	0.9295	0	0	1	-6.3533	-4.9137	3.1515	Low-quality	4.82	AAI-based (medium-confidence)	53.77	46.76
3300036795.a:Ga0376668_0031295	5829	8	vOTU_009427	gc_012172	fc_000286	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0183	0.9738	0	0	1	-11.1165	-7.1249	6.8236	Low-quality	8.17	HMM-based (lower-bound)	46.1	38.02
3300036795.a:Ga0376668_0034653	5535	10	vOTU_009605	gc_012161	fc_000511	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0106	0.0232	0.9662	0	0	1	-8.0375	-2.8741	2.8185	Low-quality	5.72	HMM-based (lower-bound)	40.03	45.27
3300036795.a:Ga0376668_0037310	5317	6	vOTU_009423	gc_000001	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0109	0.9824	0	0	2	-10.3097	-10.3097	10.3097	Low-quality	8.84	AAI-based (high-confidence)	70.57	68.21
3300036795.a:Ga0376668_0037993	5268	7	vOTU_009436	gc_001688	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0336	0.0343	0.9321	0	0	3	-9.6488	-11.7085	9.6488	Low-quality	12.24	AAI-based (medium-confidence)	48.15	49.85
3300036795.a:Ga0376668_0038349	5241	8	vOTU_009437	gc_000596	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0089	0.0214	0.9697	0	0	1	-8.5736	-5.8758	5.686	Low-quality	7.96	AAI-based (medium-confidence)	52.36	46.43
3300036795.a:Ga0376668_0042137	4990	3	vOTU_009383	gc_012181	fc_000151			0.6224	0.1973	0.1803	0	0	0	0.0	0.0	0.0	Medium-quality	74.68	AAI-based (medium-confidence)	43.5	52.0
3300036795.a:Ga0376668_0193593	2127	2	vOTU_002218	gc_004035	fc_001666	Viruses;Monodnaviria;Shotokuvirae;Cressdnaviricota;Repensiviricetes;Geplafuvirales		0.0151	0.021	0.9639	0	0	1	-1.7183	-1.7183	1.7183	Medium-quality	51.11	HMM-based (lower-bound)	24.5	74.51
3300036796.a:Ga0376670_0000116	71334	100	vOTU_003159	gc_006073	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0079	0.0136	0.9785	0	0	7	-92.2793	-87.4869	80.6223	High-quality	100.0	AAI-based (medium-confidence)	57.44	47.64
3300036796.a:Ga0376670_0000132	64718	93	vOTU_009413	gc_002512	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0131	0.9781	0	0	17	-103.0048	-104.1464	81.8997	High-quality	100.0	AAI-based (medium-confidence)	49.03	46.52
3300036796.a:Ga0376670_0000141	61448	73	vOTU_009393	gc_002778	fc_000188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0101	0.0365	0.9534	0	0	9	-79.1797	-62.1551	53.5758	Complete	100.0	DTR (high-confidence)	62.35	22.4
3300036796.a:Ga0376670_0000166	54191	78	vOTU_000442	gc_001535	fc_000814	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0178	0.0311	0.9511	0	0	5	-59.5631	-44.5925	41.8556	High-quality	100.0	AAI-based (high-confidence)	100.0	100.0
3300036796.a:Ga0376670_0000197	45048	58	vOTU_009388	gc_000871	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0139	0.9784	0	0	5	-35.4536	-39.4944	32.5648	High-quality	100.0	AAI-based (high-confidence)	58.74	65.33
3300036796.a:Ga0376670_0000201	44299	60	vOTU_009399	gc_003968	fc_000733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0079	0.0246	0.9675	0	0	18	-104.6072	-66.5485	64.5177	Medium-quality	87.9	AAI-based (high-confidence)	82.84	57.92
3300036796.a:Ga0376670_0000221	40483	59	vOTU_009400	gc_000118	fc_000165	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0071	0.0164	0.9765	0	0	21	-107.4276	-71.1709	65.2749	High-quality	100.0	AAI-based (high-confidence)	61.35	44.01
3300036796.a:Ga0376670_0000256	36620	84	vOTU_003590	gc_005962	fc_000090	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0277	0.9635	0	0	0	-28.4434	-25.4806	17.6814	Low-quality	46.52	HMM-based (lower-bound)	53.47	7.97
3300036796.a:Ga0376670_0000338	29294	40	vOTU_009389	gc_012182	fc_004219	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0094	0.0184	0.9722	0	0	1	-37.2293	-36.0314	35.0769	Medium-quality	53.78	AAI-based (high-confidence)	72.32	78.11
3300036796.a:Ga0376670_0000346	28943	39	vOTU_001727	gc_000717	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0268	0.0338	0.9394	0	0	1	-41.4186	-31.3052	28.2163	Low-quality	35.23	AAI-based (medium-confidence)	54.2	60.3
3300036796.a:Ga0376670_0000395	26853	36	vOTU_009401	gc_000380	fc_000063	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.007	0.0135	0.9795	0	0	13	-68.6709	-44.925	42.5041	Medium-quality	56.51	AAI-based (high-confidence)	72.1	65.72
3300036796.a:Ga0376670_0000488	23560	32	vOTU_009386	gc_000478	fc_000374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0074	0.015	0.9776	0	0	7	-24.6965	-24.1217	20.217	High-quality	100.0	AAI-based (high-confidence)	59.82	59.52
3300036796.a:Ga0376670_0000501	23166	26	vOTU_009391	gc_012183	fc_004220	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0124	0.9806	0	0	7	-43.4412	-39.9332	39.819	Low-quality	43.44	AAI-based (high-confidence)	59.1	81.41
3300036796.a:Ga0376670_0000676	19099	22	vOTU_009392	gc_001430	fc_000127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.0076	0.025	0.9675	0	0	9	-36.3844	-29.3849	26.7325	Medium-quality	53.98	AAI-based (high-confidence)	48.36	90.21
3300036796.a:Ga0376670_0000678	19095	36	vOTU_009395	gc_003422	fc_000138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0096	0.0595	0.9309	0	0	5	-22.7876	-20.2972	18.63	Low-quality	48.94	AAI-based (high-confidence)	66.25	59.6
3300036796.a:Ga0376670_0000712	18709	31	vOTU_009387	gc_000478	fc_000374	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.017	0.9754	0	0	7	-27.4955	-25.2208	23.4042	Medium-quality	81.53	AAI-based (high-confidence)	57.67	56.97
3300036796.a:Ga0376670_0000883	16819	24	vOTU_001932	gc_000013	fc_000037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0229	0.9686	0	0	6	-22.35	-19.807	19.3611	Medium-quality	78.77	AAI-based (medium-confidence)	51.0	61.18
3300036796.a:Ga0376670_0000911	16544	19	vOTU_009398	gc_000032	fc_000018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0127	0.9802	0	0	3	-17.4739	-17.3363	16.8157	Low-quality	35.98	AAI-based (high-confidence)	73.11	55.28
3300036796.a:Ga0376670_0001035	15504	25	vOTU_001932	gc_003986	fc_000037	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0334	0.9578	0	0	1	-18.6219	-14.1322	13.3574	Low-quality	19.15	HMM-based (lower-bound)	40.86	20.77
3300036796.a:Ga0376670_0001072	15252	16	vOTU_009397	gc_000042	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0105	0.0491	0.9404	0	0	0	-8.419	-6.0507	5.6679	Low-quality	27.28	HMM-based (lower-bound)	38.3	10.87
3300036796.a:Ga0376670_0007145	6929	10	vOTU_009390	gc_006071	fc_000040	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0418	0.0291	0.929	0	0	1	-12.812	-8.6882	8.5467	Low-quality	9.43	AAI-based (medium-confidence)	50.94	68.58
3300036796.a:Ga0376670_0008761	6390	12	vOTU_009402	gc_000165	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.0206	0.9706	0	0	1	-11.278	-9.8265	9.8265	Low-quality	7.12	AAI-based (medium-confidence)	56.66	41.75
3300036796.a:Ga0376670_0009031	6303	12	vOTU_009396	gc_012185	fc_001415	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0128	0.9801	0	0	2	-17.3457	-12.0988	11.1958	Low-quality	6.01	HMM-based (lower-bound)	44.4	23.13
3300036796.a:Ga0376670_0009602	6160	13	vOTU_003726	gc_012186	fc_000020	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0136	0.9791	0	0	1	-10.5773	-7.3723	7.2735	Low-quality	7.95	HMM-based (lower-bound)	44.77	33.08
3300036796.a:Ga0376670_0009793	6109	11	vOTU_009384	gc_000418	fc_000034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0065	0.0104	0.9831	0	0	5	-17.2642	-17.6132	16.6935	Low-quality	14.41	AAI-based (medium-confidence)	60.68	25.9
3300036796.a:Ga0376670_0010414	5962	15	vOTU_009394	gc_012184	fc_000136	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0142	0.9789	0	0	1	-21.4589	-14.4839	14.1876	Low-quality	13.42	AAI-based (high-confidence)	66.26	36.56
3300036796.a:Ga0376670_0010445	5956	11	vOTU_009385	gc_000052	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0067	0.0129	0.9804	0	0	4	-15.2694	-15.8733	15.2694	Low-quality	9.2	AAI-based (high-confidence)	61.29	79.7
3300036797.a:Ga0376671_0000051	122744	202	vOTU_009486	gc_012191	fc_000195	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0102	0.0253	0.9645	0	0	6	-77.1851	-59.9742	49.0326	Medium-quality	79.65	HMM-based (lower-bound)	37.85	9.82
3300036797.a:Ga0376671_0000095	78658	109	vOTU_001727	gc_000717	fc_000010	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0237	0.038	0.9383	0	0	3	-88.3013	-74.3372	66.3092	High-quality	95.74	AAI-based (medium-confidence)	53.34	43.11
3300036797.a:Ga0376671_0000104	73825	109	vOTU_009491	gc_006073	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0126	0.9801	0	0	7	-81.8142	-79.7732	71.3921	High-quality	100.0	AAI-based (medium-confidence)	53.89	51.72
3300036797.a:Ga0376671_0000119	70178	116	vOTU_009502	gc_000336	fc_000174	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.021	0.9703	0	0	4	-34.4196	-36.3622	29.8706	High-quality	100.0	AAI-based (medium-confidence)	52.26	54.16
3300036797.a:Ga0376671_0000278	41937	53	vOTU_009503	gc_000002	fc_000001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0126	0.0144	0.973	0	0	9	-64.8322	-63.298	62.6954	Medium-quality	70.13	AAI-based (high-confidence)	53.58	78.8
3300036797.a:Ga0376671_0000292	40263	51	vOTU_009504	gc_002008	fc_000014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0329	0.9584	0	0	5	-26.3142	-20.9585	18.2252	Low-quality	41.84	AAI-based (medium-confidence)	33.01	29.31
3300036797.a:Ga0376671_0000297	40136	65	vOTU_009405	gc_003789	fc_000345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0276	0.9639	0	0	7	-40.5515	-34.8365	31.5095	Complete	100.0	DTR (high-confidence)	44.59	54.36
3300036797.a:Ga0376671_0000902	19811	29	vOTU_009448	gc_002004	fc_000132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0167	0.9755	0	0	4	-21.7125	-17.9272	16.7815	Low-quality	34.0	AAI-based (medium-confidence)	47.29	44.5
3300036797.a:Ga0376671_0001114	17748	16	vOTU_009496	gc_000740	fc_000418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0153	0.9766	0	0	1	-19.8834	-18.6641	18.098	Low-quality	25.36	AAI-based (high-confidence)	50.85	85.75
3300036797.a:Ga0376671_0001194	17019	18	vOTU_009495	gc_012195	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0078	0.0214	0.9708	0	0	0	-13.0717	-11.6983	11.2422	Low-quality	36.69	AAI-based (medium-confidence)	51.01	77.85
3300036797.a:Ga0376671_0001288	16388	21	vOTU_009406	gc_000837	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0081	0.0157	0.9762	0	0	4	-18.055	-21.3688	16.8632	Low-quality	36.37	AAI-based (medium-confidence)	49.32	61.8
3300036797.a:Ga0376671_0001323	16149	26	vOTU_009492	gc_002586	fc_000022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0069	0.0118	0.9814	0	0	2	-28.5718	-31.3327	27.185	Low-quality	21.63	AAI-based (high-confidence)	58.71	57.48
3300036797.a:Ga0376671_0001532	14917	25	vOTU_009449	gc_012190	fc_004222	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0237	0.0228	0.9534	0	0	3	-16.578	-12.2533	11.6854	Low-quality	20.98	HMM-based (lower-bound)	42.96	20.67
3300036797.a:Ga0376671_0001577	14612	28	vOTU_009404	gc_004033	fc_001059	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.0161	0.975	0	0	4	-12.2587	-12.803	11.016	Low-quality	29.2	AAI-based (medium-confidence)	48.35	47.8
3300036797.a:Ga0376671_0001689	14026	29	vOTU_009494	gc_012194	fc_001092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0115	0.0183	0.9702	0	0	1	-23.2597	-19.3215	18.3376	Low-quality	20.13	AAI-based (high-confidence)	60.45	60.2
3300036797.a:Ga0376671_0002447	11342	20	vOTU_009487	gc_001770	fc_000132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0073	0.0143	0.9784	0	0	0	-20.9356	-15.2064	14.3944	Low-quality	19.16	AAI-based (medium-confidence)	39.24	42.63
3300036797.a:Ga0376671_0002452	11328	10	vOTU_009412	gc_000769	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0121	0.0229	0.9649	0	0	1	-5.1346	-5.2088	5.1346	Low-quality	7.48	AAI-based (medium-confidence)	54.48	91.53
3300036797.a:Ga0376671_0002551	11080	11	vOTU_009403	gc_012187	fc_000579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.014	0.0192	0.9668	0	0	0	-12.4811	-14.8085	11.0439	Low-quality	13.79	HMM-based (lower-bound)	56.1	16.81
3300036797.a:Ga0376671_0002586	11001	14	vOTU_009408	gc_001903	fc_000089	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0114	0.9816	0	0	6	-23.4224	-22.0775	21.5758	Low-quality	19.0	AAI-based (high-confidence)	59.8	72.02
3300036797.a:Ga0376671_0003367	9556	10	vOTU_009483	gc_002342	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0077	0.0126	0.9798	0	0	1	-16.0697	-15.1415	15.1378	Low-quality	13.72	AAI-based (medium-confidence)	46.28	92.11
3300036797.a:Ga0376671_0003610	9235	13	vOTU_009493	gc_012193	fc_004223	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.008	0.0167	0.9753	0	0	3	-11.7697	-10.3495	8.5932	Low-quality	10.02	HMM-based (lower-bound)	32.6	20.67
3300036797.a:Ga0376671_0004372	8386	11	vOTU_009484	gc_001532	fc_000132	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0195	0.9703	0	0	2	-11.1081	-10.1957	9.5999	Low-quality	12.44	AAI-based (medium-confidence)	39.58	59.62
3300036797.a:Ga0376671_0004551	8220	14	vOTU_009500	gc_012197	fc_000418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0086	0.0206	0.9708	0	0	2	-20.4738	-14.8593	14.8593	Low-quality	11.8	AAI-based (high-confidence)	60.42	87.18
3300036797.a:Ga0376671_0004555	8216	11	vOTU_009505	gc_000622	fc_000031	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0087	0.0309	0.9604	0	0	3	-12.1655	-12.4857	11.543	Low-quality	16.51	AAI-based (high-confidence)	63.05	72.76
3300036797.a:Ga0376671_0006062	7194	10	vOTU_009446	gc_006058	fc_000418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0085	0.0255	0.966	0	0	1	-8.1525	-6.2663	5.9971	Low-quality	10.1	HMM-based (lower-bound)	52.26	28.47
3300036797.a:Ga0376671_0006934	6755	11	vOTU_009409	gc_005100	fc_000023	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0152	0.9745	0	0	2	-6.3126	-9.9094	6.3126	Low-quality	9.79	AAI-based (medium-confidence)	57.11	55.67
3300036797.a:Ga0376671_0007489	6527	8	vOTU_009485	gc_000033	fc_000009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0072	0.0124	0.9805	0	0	1	-8.7981	-9.0778	8.0176	Low-quality	14.95	AAI-based (high-confidence)	59.79	85.61
3300036797.a:Ga0376671_0007950	6346	8	vOTU_009489	gc_003763	fc_000016	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0095	0.0166	0.9739	0	0	3	-7.2617	-6.7981	6.6069	Low-quality	16.33	AAI-based (medium-confidence)	38.96	85.43
3300036797.a:Ga0376671_0007965	6341	6	vOTU_009498	gc_012196	fc_000779	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0174	0.0159	0.9667	0	0	4	-12.8703	-8.8829	8.8801	Low-quality	8.8	HMM-based (lower-bound)	32.9	15.68
3300036797.a:Ga0376671_0008853	6030	5	vOTU_009410	gc_012188	fc_000113	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0109	0.9821	0	0	4	-9.1479	-8.4726	8.0588	Low-quality	7.84	HMM-based (lower-bound)	34.1	37.06
3300036797.a:Ga0376671_0008880	6023	9	vOTU_003210	gc_000955	fc_000274	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0066	0.0112	0.9823	0	0	2	-13.6972	-11.4477	11.0789	Low-quality	15.7	AAI-based (medium-confidence)	38.76	55.4
3300036797.a:Ga0376671_0009740	5779	10	vOTU_009499	gc_001167	fc_000065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0119	0.9811	0	0	3	-13.5311	-14.1881	13.5311	Low-quality	11.72	AAI-based (medium-confidence)	37.3	42.64
3300036797.a:Ga0376671_0010509	5570	6	vOTU_009490	gc_002390	fc_000003	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0071	0.0141	0.9788	0	0	1	-6.87	-6.8816	6.87	Low-quality	12.31	AAI-based (medium-confidence)	51.86	87.32
3300036797.a:Ga0376671_0010979	5465	8	vOTU_009482	gc_000210	fc_000088	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0126	0.0213	0.9661	0	0	1	-6.1535	-4.576	4.2112	Low-quality	3.77	AAI-based (high-confidence)	75.27	49.68
3300036797.a:Ga0376671_0011594	5332	7	vOTU_009488	gc_012192	fc_000533	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.0152	0.9772	0	0	6	-13.7948	-8.3216	8.057	Low-quality	8.75	HMM-based (lower-bound)	40.56	15.75
3300036797.a:Ga0376671_0011629	5324	7	vOTU_009407	gc_001167	fc_000065	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.007	0.0123	0.9807	0	0	2	-9.7648	-8.0444	7.8205	Low-quality	10.71	AAI-based (high-confidence)	53.65	88.63
3300036797.a:Ga0376671_0011953	5257	6	vOTU_009447	gc_003655	fc_000072	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0098	0.0154	0.9747	0	0	2	-9.4515	-4.9507	4.9354	Low-quality	6.13	AAI-based (medium-confidence)	48.26	80.34
3300036797.a:Ga0376671_0012715	5118	12	vOTU_009411	gc_012189	fc_004221	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.017	0.9754	0	0	1	-12.6308	-12.266	10.9933	Low-quality	4.64	HMM-based (lower-bound)	45.72	14.23
3300036797.a:Ga0376671_0012757	5110	8	vOTU_009501	gc_012198	fc_000210	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0088	0.015	0.9762	0	0	1	-5.4617	-5.3235	4.684	Low-quality	4.0	HMM-based (lower-bound)	42.0	20.07
3300036798.a:Ga0376672_0000025	65545	113	vOTU_009459	gc_006074	fc_000011	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0224	0.9673	0	0	5	-69.9832	-61.9236	57.6558	High-quality	100.0	AAI-based (high-confidence)	58.4	20.4
3300036798.a:Ga0376672_0000027	65324	99	vOTU_009465	gc_004037	fc_000022	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.018	0.032	0.95	0	0	4	-78.8903	-61.8856	60.8529	High-quality	100.0	AAI-based (high-confidence)	65.68	27.32
3300036798.a:Ga0376672_0000030	61416	79	vOTU_002625	gc_006018	fc_001903	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0103	0.0191	0.9706	0	0	5	-68.5058	-61.0187	53.7496	Complete	100.0	DTR (high-confidence)	47.37	35.85
3300036798.a:Ga0376672_0000032	60717	98	vOTU_009460	gc_000338	fc_000019	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes		0.0076	0.016	0.9764	0	0	9	-56.3905	-53.3275	49.1803	High-quality	93.82	AAI-based (high-confidence)	62.53	71.66
