Contig,Study,Viral_Taxonomy,Nucleic_Acid_Type,GTDB_Host,Eukaryotic_or_Prokaryotic_Virus,Length,Circular_Status,Prophage,Prophage_Boundaries,VirSorter_Category,VirFinder_Score,VirFinder_pvalue,Total_Contig_Proteins,CAT_data,No_BUSCO_Hits,BUSCO_Ratio,No_VPF_Hits
Broecker_Sample_ID29-1191-0_NODE_1524_length_8276_cov_8.926043,Broecker_2016,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8276,NA,No,NA,1,8.17E-01,2.57E-02,12,Bacteria:100.0|1239_Firmicutes:100.0|186801_Clostridia:60.5|186802_Clostridiales:60.5|unclassified|unclassified|unclassified,0,0,40
Ma_2019_SRR413651_NODE_1408_length_14154_cov_34.661749,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Muribaculaceae,Bacteriophage,14154,NA,NA,NA,NA,8.79E-01,1.66E-02,8,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Prevotellaceae: 1.00|Prevotella: 1.00,0,0,0
Ma_2019_SRR413651_NODE_1485_length_13154_cov_2.423696,Ma_2019,Myoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13154,NA,No,NA,2,7.36E-01,3.88E-02,21,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Clostridiaceae: 0.81|Clostridium: 0.74,0,0,0
Ma_2019_SRR413651_NODE_1594_length_11859_cov_4.321162,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,11859,NA,No,NA,2,4.67E-01,9.76E-02,13,Bacteria: 1.00|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_1682_length_11112_cov_1.808899,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,11112,NA,NA,NA,NA,9.27E-01,1.02E-02,10,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_17_length_187224_cov_32.739770,Ma_2019,Unassigned,dsDNA,Bacteria;p__Cyanobacteria;f__Coleofasciculaceae,Bacteriophage,42350,NA,Yes,14523-56873,5,8.41E-01,2.28E-02,148,Bacteria: 1.00|Bacteroidetes: 0.99|Bacteroidia: 0.99|Bacteroidales: 0.99|Prevotellaceae: 0.95|Prevotella: 0.78,6,0.040540541,0
Ma_2019_SRR413651_NODE_1755_length_10547_cov_6.441384,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,10547,NA,No,NA,2,7.14E-01,4.32E-02,19,Bacteria: 1.00|Proteobacteria: 1.00|Gammaproteobacteria: 0.97|Enterobacterales: 0.97|Enterobacteriaceae: 0.97|not classified,0,0,0
Ma_2019_SRR413651_NODE_1786_length_10319_cov_1.847623,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8274,NA,Yes,1944-10218,6,9.38E-01,8.73E-03,24,Bacteria: 0.91|Firmicutes: 0.89|Clostridia: 0.89|Clostridiales: 0.89|Ruminococcaceae: 0.82|Faecalibacterium: 0.82,0,0,0
Ma_2019_SRR413651_NODE_1840_length_9973_cov_6.681085,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,9973,NA,NA,NA,NA,8.44E-01,2.26E-02,5,Bacteria: 1.00|Bacteroidetes: 0.76|Bacteroidia: 0.76|Bacteroidales: 0.76|Prevotellaceae: 0.76|Prevotella: 0.76,0,0,0
Ma_2019_SRR413651_NODE_1855_length_9906_cov_7.140696,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,9906,NA,No,NA,3,8.84E-01,1.58E-02,10,Bacteria: 1.00|Proteobacteria: 1.00|Gammaproteobacteria: 0.84|Enterobacterales: 0.84|Enterobacteriaceae: 0.84|not classified,0,0,0
Ma_2019_SRR413651_NODE_1936_length_9410_cov_1.976376,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Tannerellaceae,Bacteriophage,9410,NA,No,NA,3,7.12E-01,4.39E-02,15,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Tannerellaceae: 0.91|Parabacteroides: 0.91,0,0,0
Ma_2019_SRR413651_NODE_2040_length_8658_cov_3.321748,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8658,NA,No,NA,2,8.51E-02,3.64E-01,8,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2112_length_8339_cov_4.905843,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8339,NA,No,NA,3,8.06E-01,2.78E-02,22,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Lachnospiraceae: 0.53|not classified,0,0,0
Ma_2019_SRR413651_NODE_2170_length_8161_cov_2.320257,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8161,NA,No,NA,1,2.91E-01,1.66E-01,10,Bacteria: 1.00|Firmicutes: 0.92|Clostridia: 0.92|Clostridiales: 0.92|Clostridiaceae: 0.88|Clostridium: 0.70,0,0,0
Ma_2019_SRR413651_NODE_2183_length_8079_cov_2.046859,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8079,NA,No,NA,2,4.83E-01,9.23E-02,12,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2286_length_7660_cov_21.083366,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__Erysipelatoclostridiaceae,Bacteriophage,7660,NA,No,NA,3,8.64E-01,1.90E-02,11,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Lachnospiraceae: 0.66|not classified,0,0,0
Ma_2019_SRR413651_NODE_2292_length_7650_cov_2.893483,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7650,NA,No,NA,2,1.34E-01,2.86E-01,10,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 0.95|Clostridiales: 0.95|Lachnospiraceae: 0.95|NA,0,0,1
Ma_2019_SRR413651_NODE_2302_length_7620_cov_6.880238,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,7620,NA,No,NA,3,8.55E-01,2.06E-02,9,Bacteria: 1.00|Proteobacteria: 1.00|Gammaproteobacteria: 1.00|Enterobacterales: 1.00|Enterobacteriaceae: 1.00|not classified,0,0,0
Ma_2019_SRR413651_NODE_2391_length_7238_cov_10.995823,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,7238,NA,No,NA,2,9.48E-01,7.28E-03,13,not classified|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2395_length_7230_cov_5.054077,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7230,NA,NA,NA,NA,8.41E-01,2.28E-02,3,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2424_length_7096_cov_2.022014,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7096,NA,No,NA,2,2.27E-02,5.95E-01,7,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Lachnospiraceae: 1.00|not classified,0,0,0
Ma_2019_SRR413651_NODE_252_length_62890_cov_4.280290,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,62835,circular,No,NA,2,4.88E-01,9.10E-02,89,Bacteria: 1.00|Bacteroidetes: 0.99|Bacteroidia: 0.99|Bacteroidales: 0.99|Tannerellaceae: 0.80|Parabacteroides: 0.80,0,0,2
Ma_2019_SRR413651_NODE_2613_length_6555_cov_9.971231,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,6555,NA,NA,NA,NA,8.26E-01,2.46E-02,2,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Marinilabiliales: 0.57|Salinivirgaceae: 0.57|Salinivirga: 0.57,0,0,0
Ma_2019_SRR413651_NODE_2617_length_6537_cov_2.163838,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6537,NA,NA,NA,NA,9.23E-01,1.07E-02,11,Bacteria: 1.00|Firmicutes: 0.57|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2732_length_6233_cov_2.639204,Ma_2019,Podoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6233,NA,No,NA,2,6.27E-01,0.060514189,7,Bacteria: 0.54|Proteobacteria: 0.54|Gammaproteobacteria: 0.54|Enterobacterales: 0.54|Enterobacteriaceae: 0.54|not classified,0,0,0
Ma_2019_SRR413651_NODE_2861_length_5905_cov_1.601368,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5905,NA,No,NA,2,9.51E-01,0.007154984,12,not classified|not classified|not classified|not classified|not classified|not classified,0,0,1
Ma_2019_SRR413651_NODE_2869_length_5891_cov_8.784270,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,5891,NA,No,NA,2,1.65E-01,0.255760369,13,Bacteria: 0.54|Proteobacteria: 0.54|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_2956_length_5689_cov_8.748846,Ma_2019,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5689,NA,No,NA,2,8.83E-01,0.01588649,10,not classified|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_3107_length_5400_cov_7.861927,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5400,NA,NA,NA,NA,9.48E-01,0.007276255,4,Bacteria: 1.00|Bacteroidetes: 0.54|Bacteroidia: 0.54|Bacteroidales: 0.54|Prevotellaceae: 0.54|Prevotella: 0.54,0,0,0
Ma_2019_SRR413651_NODE_3248_length_5152_cov_10.110261,Ma_2019,Siphoviridae,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,5152,NA,No,NA,2,9.18E-01,0.011399466,10,Bacteria: 0.53|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413651_NODE_3292_length_5070_cov_12.083151,Ma_2019,Unassigned,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,5070,NA,No,NA,2,2.80E-01,0.173659956,5,Bacteria: 1.00|Proteobacteria: 1.00|Gammaproteobacteria: 0.71|Enterobacterales: 0.71|Enterobacteriaceae: 0.71|not classified,0,0,0
Ma_2019_SRR413651_NODE_369_length_49483_cov_49.519726,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,49483,NA,No,NA,2,2.46E-01,1.92E-01,74,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 0.98|Bacteroides: 0.98,0,0,1
Ma_2019_SRR413651_NODE_438_length_44575_cov_150.164915,Ma_2019,Siphoviridae,dsDNA,Bacteria;p__Proteobacteria;f__Enterobacteriaceae,Bacteriophage,44520,circular,No,NA,2,9.84E-01,3.27E-03,74,Viruses: 0.52|not classified|not classified|not classified|not classified|not classified,0,0,1
Ma_2019_SRR413651_NODE_549_length_37906_cov_3.589390,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,37906,NA,No,NA,2,5.97E-01,6.71E-02,49,Bacteria: 1.00|Bacteroidetes: 0.97|Bacteroidia: 0.97|Bacteroidales: 0.97|Bacteroidaceae: 0.88|Bacteroides: 0.88,0,0,0
Ma_2019_SRR413651_NODE_629_length_34852_cov_12.717677,Ma_2019,Unassigned,dsDNA,Bacteria;p__Myxococcota;f__Ga0077539,Bacteriophage,34852,NA,No,NA,1,7.33E-01,3.98E-02,53,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 0.99|Clostridiales: 0.99|Lachnospiraceae: 0.93|Blautia: 0.74,0,0,0
Ma_2019_SRR413651_NODE_758_length_29482_cov_5.038060,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_C;f__Acidaminococcaceae,Bacteriophage,29482,NA,No,NA,2,1.60E-01,2.60E-01,44,Bacteria: 0.93|Firmicutes: 0.88|Negativicutes: 0.83|Acidaminococcales: 0.70|Acidaminococcaceae: 0.70|Phascolarctobacterium: 0.70,0,0,0
Ma_2019_SRR413651_NODE_79_length_109530_cov_23.876611,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,109530,NA,No,NA,2,8.40E-01,2.29E-02,125,Bacteria: 0.97|Bacteroidetes: 0.88|Bacteroidia: 0.87|Bacteroidales: 0.87|not classified|not classified,3,0.024,0
Ma_2019_SRR413652_NODE_1081_length_11975_cov_106.518037,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,11975,NA,NA,NA,NA,9.82E-01,0.003395586,5,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Prevotellaceae: 1.00|Prevotella: 1.00,0,0,0
Ma_2019_SRR413652_NODE_1241_length_10195_cov_1.559172,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,10195,NA,NA,NA,NA,7.15E-01,0.042929905,11,Bacteria: 1.00|Firmicutes: 0.97|Clostridia: 0.97|Clostridiales: 0.97|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_1459_length_8621_cov_3.205463,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,8621,NA,NA,NA,NA,9.37E-01,0.008852777,7,Bacteria: 1.00|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_1482_length_8446_cov_1.975331,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,8446,NA,No,NA,2,4.95E-01,0.089497938,16,Bacteria: 0.92|Firmicutes: 0.92|Clostridia: 0.92|Clostridiales: 0.92|Ruminococcaceae: 0.79|NA,0,0,0
Ma_2019_SRR413652_NODE_1592_length_7870_cov_3.768650,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,7870,NA,NA,NA,NA,8.75E-01,0.017220471,3,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Clostridiaceae: 1.00|Clostridium: 1.00,0,0,0
Ma_2019_SRR413652_NODE_1638_length_7680_cov_2.221902,Ma_2019,Siphoviridae,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7680,NA,No,NA,2,1.25E-01,0.297720107,6,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 0.79|Clostridiales: 0.79|Oscillospiraceae: 0.79|Oscillibacter: 0.79,0,0,0
Ma_2019_SRR413652_NODE_1693_length_7415_cov_259.591576,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7415,NA,NA,NA,NA,7.88E-01,0.030560272,4,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Prevotellaceae: 0.75|Prevotella: 0.75,0,0,0
Ma_2019_SRR413652_NODE_1763_length_7128_cov_2.500353,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7128,NA,NA,NA,NA,9.62E-01,0.006063546,7,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_177_length_57759_cov_28.644565,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,57759,NA,No,NA,2,2.10E-01,0.215255882,79,Bacteria: 0.97|Firmicutes: 0.94|Clostridia: 0.83|Clostridiales: 0.82|Ruminococcaceae: 0.75|not classified,1,0.012658228,1
Ma_2019_SRR413652_NODE_1798_length_6968_cov_1.947490,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,6968,NA,NA,NA,NA,9.13E-01,0.012127092,8,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_1849_length_6741_cov_1.586449,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,6741,NA,NA,NA,NA,9.15E-01,0.011763279,4,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Ruminococcaceae: 0.56|Ruminococcus: 0.56,0,0,0
Ma_2019_SRR413652_NODE_1867_length_6651_cov_2.567920,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,6651,NA,NA,NA,NA,9.82E-01,0.003395586,7,Bacteria: 1.00|Bacteroidetes: 0.79|Bacteroidia: 0.79|Bacteroidales: 0.79|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_194_length_54107_cov_4.935784,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,54107,NA,No,NA,2,9.06E-01,0.012733447,84,Bacteria: 1.00|Firmicutes: 0.98|Clostridia: 0.84|Clostridiales: 0.84|not classified|not classified,0,0,1
Ma_2019_SRR413652_NODE_2063_length_5986_cov_2.003709,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes;f__CAG-302,Bacteriophage,5986,NA,NA,NA,NA,9.02E-01,0.012975988,8,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 0.74|Clostridiales: 0.74|Clostridiaceae: 0.74|Clostridium: 0.74,0,0,0
Ma_2019_SRR413652_NODE_2255_length_5434_cov_2.661833,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,5434,NA,NA,NA,NA,7.90E-01,0.030196459,4,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413652_NODE_75_length_91011_cov_23.727000,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,91011,NA,No,NA,2,6.40E-01,0.057361145,123,Bacteria: 0.94|not classified|not classified|not classified|not classified|not classified,0,0,1
Ma_2019_SRR413652_NODE_982_length_13169_cov_12.116517,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,13169,NA,NA,NA,NA,9.04E-01,0.012975988,8,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_1744_length_11408_cov_1.565665,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Oscillospiraceae,Bacteriophage,11408,NA,No,NA,2,1.41E-02,6.73E-01,10,Bacteria: 1.00|Firmicutes: 0.91|Clostridia: 0.85|Clostridiales: 0.85|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_1951_length_10170_cov_3.351656,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,10170,NA,NA,NA,NA,8.72E-01,1.77E-02,6,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Ruminococcaceae: 0.84|Ruminococcus: 0.84,0,0,0
Ma_2019_SRR413653_NODE_2162_length_9206_cov_2.917168,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_C;f__Acidaminococcaceae,Bacteriophage,9206,NA,No,NA,2,2.53E-01,1.88E-01,21,Bacteria: 1.00|Firmicutes: 0.81|Negativicutes: 0.81|Acidaminococcales: 0.81|Acidaminococcaceae: 0.81|Phascolarctobacterium: 0.81,0,0,0
Ma_2019_SRR413653_NODE_2278_length_8667_cov_1.608105,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8667,NA,No,NA,1,1.89E-01,2.34E-01,9,Bacteria: 1.00|Firmicutes: 0.80|Clostridia: 0.80|Clostridiales: 0.80|Lachnospiraceae: 0.58|Eisenbergiella: 0.58,0,0,0
Ma_2019_SRR413653_NODE_2286_length_8626_cov_2.140240,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,8626,NA,No,NA,3,9.35E-01,9.34E-03,14,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_231_length_72490_cov_5.049575,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,72490,NA,No,NA,3,3.24E-01,1.52E-01,69,Bacteria: 0.90|Firmicutes: 0.57|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_2403_length_8279_cov_2.161114,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,8279,NA,NA,NA,NA,8.29E-01,2.45E-02,4,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 1.00|Bacteroides: 1.00,0,0,0
Ma_2019_SRR413653_NODE_244_length_69508_cov_4.483579,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Peptostreptococcaceae,Bacteriophage,69508,NA,No,NA,2,5.68E-01,7.24E-02,92,Bacteria: 0.87|Firmicutes: 0.76|Clostridia: 0.66|Clostridiales: 0.66|not classified|not classified,0,0,1
Ma_2019_SRR413653_NODE_2528_length_7875_cov_2.096419,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7875,NA,No,NA,2,1.11E-01,3.17E-01,6,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_2774_length_7137_cov_6.100113,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Acutalibacteraceae,Bacteriophage,7137,NA,NA,NA,NA,8.84E-01,1.54E-02,4,Bacteria: 1.00|Firmicutes: 0.93|Clostridia: 0.93|Clostridiales: 0.93|Ruminococcaceae: 0.93|Ruminococcus: 0.93,0,0,0
Ma_2019_SRR413653_NODE_2810_length_7039_cov_18.036369,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,7039,NA,NA,NA,NA,8.36E-01,2.34E-02,4,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 0.88|Bacteroides: 0.88,0,0,0
Ma_2019_SRR413653_NODE_305_length_60230_cov_24.180357,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Rikenellaceae,Bacteriophage,60230,NA,No,NA,2,4.23E-01,1.12E-01,69,Bacteria: 1.00|not classified|not classified|not classified|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_326_length_57512_cov_17.361958,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Lachnospiraceae,Bacteriophage,57484,circular,No,NA,1,9.30E-01,9.82E-03,97,Bacteria: 0.98|Firmicutes: 0.85|Clostridia: 0.55|Clostridiales: 0.55|not classified|not classified,0,0,4
Ma_2019_SRR413653_NODE_3335_length_5877_cov_1.865167,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__CAG-274,Bacteriophage,5877,NA,No,NA,3,9.60E-01,6.43E-03,16,Bacteria: 0.94|Firmicutes: 0.94|Clostridia: 0.88|Clostridiales: 0.88|Lachnospiraceae: 0.51|not classified,0,0,0
Ma_2019_SRR413653_NODE_3360_length_5828_cov_2.030314,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5828,NA,No,NA,3,7.61E-01,3.52E-02,11,Bacteria: 1.00|Firmicutes: 0.73|Clostridia: 0.53|Clostridiales: 0.53|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_3390_length_5779_cov_2.475017,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5779,NA,NA,NA,NA,9.20E-01,1.12E-02,3,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|not classified|not classified,0,0,0
Ma_2019_SRR413653_NODE_3396_length_5773_cov_1.574152,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5773,NA,NA,NA,NA,7.49E-01,3.67E-02,3,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 1.00|Bacteroides: 1.00,0,0,0
Ma_2019_SRR413653_NODE_3397_length_5769_cov_3.483374,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5769,NA,NA,NA,NA,7.40E-01,3.78E-02,3,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 1.00|Bacteroides: 1.00,0,0,0
Ma_2019_SRR413653_NODE_3484_length_5625_cov_1.850090,Ma_2019,Unassigned,dsDNA,Bacteria;p__Bacteroidota;f__Bacteroidaceae,Bacteriophage,5625,NA,NA,NA,NA,9.06E-01,1.27E-02,5,Bacteria: 1.00|Bacteroidetes: 1.00|Bacteroidia: 1.00|Bacteroidales: 1.00|Bacteroidaceae: 1.00|Bacteroides: 1.00,0,0,0
Ma_2019_SRR413653_NODE_3595_length_5454_cov_4.953139,Ma_2019,Unassigned,dsDNA,Bacteria;p__Firmicutes_A;f__Ruminococcaceae,Bacteriophage,5454,NA,NA,NA,NA,8.18E-01,2.57E-02,2,Bacteria: 1.00|Firmicutes: 1.00|Clostridia: 1.00|Clostridiales: 1.00|Ruminococcaceae: 0.93|Ruminococcus: 0.93,0,0,0
Ma_2019_SRR413653_NODE_3671_length_5350_cov_1.987913,Ma_2019,Unassigned,dsDNA,Host Not Assigned or not a prokaryotic virus,Bacteriophage,5350,NA,No,NA,2,9.98E-01,4.85E-04,9,Bacteria: 1.00|Firmicutes: 1.00|Negativicutes: 0.91|Acidaminococcales: 0.91|Acidaminococcaceae: 0.91|Phascolarctobacterium: 0.91,0,0,0
