"","Accession","Host","Description","Classification","Genome.Length..bp.","Jumbophage","molGC....","Molecule","Modification.Date","Number.CDS","Positive.Strand....","Negative.Strand....","Coding.Capacity...","Low.Coding.Capacity.Warning","tRNAs","Lowest.Taxa","Genus","Sub.family","Family","Order","Class","Phylum","Kingdom","Realm","Baltimore.Group","Genbank.Division","Isolation.Host..beware.inconsistent.and.nonsense.values.","X","gtdb_f","f_spor","newgtdb_Domain","hostspec_phage_spor","newgtdb_Phylum","newgtdb_Class","newgtdb_Order","sequence_id","predicted_label","p_temperate","p_virulent","host_phage_spor","sporulation","lifestyle","host_phyla","newgtdb_Phylum2","cluster","ref"
"12661","MZ348426","Pseudomonas","Pseudomonas phage psageK4","Pseudomonas phage psageK4 Otagovirus Psa374 Otagovirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",98440,FALSE,"47.751","DNA","28-JUL-2021",173,"68.7861271676301","31.2138728323699","90.7872815928484",NA,20,"Otagovirus","Otagovirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",88834,"Pseudomonadaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Pseudomonadales",20118,"virulent","0.017498389725060844","0.9825016102749391","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12662","MZ355721","Mycobacterium","Mycobacterium phage Stinson","Mycobacterium phage Stinson Anayavirus Weiservirinae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",59918,FALSE,"66.564","DNA","13-JUN-2021",91,"96.7032967032967","3.2967032967033","91.097833706065",NA,1,"Anayavirus","Anayavirus","Weiservirinae","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",20433,"temperate","0.9920606641253973","0.007939335874602629","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12663","MZ355722","Mycobacterium","Mycobacterium phage Bexan","Mycobacterium phage Bexan Fromanvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",52078,FALSE,"63.843","DNA","29-AUG-2023",80,"46.25","53.75","88.7534083490149",NA,0,"Fromanvirus","Fromanvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6168,"temperate","0.9939780521067815","0.006021947893218478","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12664","MZ355723","Mycobacterium","Mycobacterium Phage PeaceMeal1","Mycobacterium Phage PeaceMeal1 Fromanvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49899,FALSE,"64.498","DNA","29-AUG-2023",73,"39.7260273972603","60.2739726027397","89.897593138139",NA,3,"Fromanvirus","Fromanvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6167,"temperate","0.9995444866977407","0.00045551330225935643","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12665","MZ355724","Microbacterium","Microbacterium phage Necrophoxinus","Microbacterium phage Necrophoxinus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",64175,FALSE,"61.655","DNA","29-AUG-2023",112,"44.6428571428571","55.3571428571429","89.1250486949747",NA,3,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",6166,"temperate","0.8291656299212818","0.17083437007871824","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12666","MZ355725","Mycobacterium","Mycobacterium Phage Sparxx","Mycobacterium Phage Sparxx Backyardiganvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",51370,FALSE,"63.911","DNA","29-AUG-2023",82,"36.5853658536585","63.4146341463415","90.4788787229901",NA,0,"Backyardiganvirus","Backyardiganvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6165,"temperate","0.9943392650218916","0.0056607349781083675","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12667","MZ355726","Mycobacterium","Mycobacterium phage Gyzlar","Mycobacterium phage Gyzlar Fromanvirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49064,FALSE,"63.925","DNA","29-AUG-2023",81,"46.9135802469136","53.0864197530864","88.8492581118539",NA,0,"Fromanvirus","Fromanvirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6164,"temperate","0.9994202848151161","0.0005797151848837861","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12668","MZ355727","Microbacterium","Microbacterium phage WilliamStrong","Microbacterium phage WilliamStrong Neferthenavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40613,FALSE,"63.736","DNA","20-JUN-2021",62,"41.9354838709677","58.0645161290323","93.6719769531923",NA,0,"Neferthenavirus","Neferthenavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",69538,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Lytic_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",20427,"virulent","0.40447856620793055","0.5955214337920695","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Actinomycetota","not_run","not_run"
"12669","MZ355728","Mycobacterium","Mycobacterium Phage Leviathan","Mycobacterium Phage Leviathan Turbidovirus turbido Turbidovirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",53239,FALSE,"63.249","DNA","29-AUG-2023",89,"38.2022471910112","61.7977528089888","89.5790679764834",NA,1,"Turbidovirus","Turbidovirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Unspecified",74156,"Mycobacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Mycobacteriales",6163,"temperate","0.9999315004788716","6.849952112841917e-05","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12670","MZ357096","Curtobacterium","Curtobacterium phage Parvaparticeps","Curtobacterium phage Parvaparticeps Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40289,FALSE,"65.941","DNA","23-JUN-2022",50,"46","54","92.6779021569163",NA,1,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Curtobacterium sp.",69170,"Microbacteriaceae","FALSE","Bacteria","Actinomycetota_Temp_NonSpor","Actinomycetota","Actinomycetes","Actinomycetales",16622,"temperate","0.7630791993364168","0.23692080066358318","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Actinomycetota","not_run","not_run"
"12671","MZ359091","Staphylococcus","Staphylococcus phage JPL-50","Staphylococcus phage JPL-50 Rosenblumvirus jpl50 Rosenblumvirus Rakietenvirinae Rountreeviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",16927,FALSE,"29.273","DNA","29-JUN-2021",19,"42.1052631578947","57.8947368421053","94.6594198617593",NA,0,"Rosenblumvirus","Rosenblumvirus","Rakietenvirinae","Rountreeviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Staphylococcus aureus",109011,"Staphylococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Staphylococcales",20360,"virulent","0.19365635424260477","0.8063436457573951","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_2750","ref_seq"
"12672","MZ359670","Klebsiella","Klebsiella phage 066044","Klebsiella phage 066044 Teetrevirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38704,FALSE,"50.922","DNA","29-JUN-2021",46,"100","0","90.5875361719719",NA,0,"Teetrevirus","Teetrevirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella pneumoniae",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",20361,"virulent","0.005438663795045913","0.9945613362049541","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12673","MZ361825","Listeria","Listeria phage vB_LmoS_P9","Listeria phage vB_LmoS_P9 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",36798,FALSE,"36.673","DNA","31-JAN-2022",63,"93.6507936507936","6.34920634920635","97.5379096690038",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Listeria monocytogenes",66069,"Listeriaceae","FALSE","Bacteria","Bacillota_Temp_NonSpor","Bacillota","Bacilli","Lactobacillales",18092,"temperate","0.9595434436759979","0.04045655632400201","Bacillota_Temp_NonSpor","NonSpor","Temp","Bacillota","Bacillota_NonSpor","0_1907","ref_seq"
"12674","MZ361826","Hydrogenophilus","Hydrogenophilus phage vB_LmoS_C996","Hydrogenophilus phage vB_LmoS_C996 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",40770,FALSE,"36.914","DNA","31-JAN-2022",65,"98.4615384615385","1.53846153846154","94.5916114790287",NA,0,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Hydrogenophilus thermoluteolus",97533,"Rhodocyclaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Burkholderiales",18091,"temperate","0.953002829646208","0.04699717035379203","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"12675","MZ368140","Lactococcus","Lactococcus phage PLG-II","Lactococcus phage PLG-II Uwajimavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",32271,FALSE,"37.737","DNA","21-SEP-2021",69,"40.5797101449275","59.4202898550725","91.6922314152025",NA,1,"Uwajimavirus","Uwajimavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Lactococcus garvieae sero type II",109841,"Streptococcaceae","FALSE","Bacteria","Bacillota_Lytic_NonSpor","Bacillota","Bacilli","Lactobacillales",19777,"virulent","0.4597913097354501","0.5402086902645499","Bacillota_Lytic_NonSpor","NonSpor","Lytic","Bacillota","Bacillota_NonSpor","0_2281","ref_seq"
"12676","MZ369152","Vibrio","Vibrio phage BUCT006","Vibrio phage BUCT006 Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",42603,FALSE,"44.884","DNA","18-AUG-2021",67,"64.1791044776119","35.8208955223881","92.1695655235547",NA,3,"Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Vibrio alginolyticus",132257,"Vibrionaceae","FALSE","Bacteria","Pseudomonadota_Temp_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",19990,"temperate","0.6258317107259022","0.3741682892740978","OtherPhyla_Temp_NonSpor","NonSpor","Temp","OtherPhyla","Pseudomonadota","not_run","not_run"
"12677","MZ374361","Klebsiella","Klebsiella phage BUCT_49532","Klebsiella phage BUCT_49532 Jedunavirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",49532,FALSE,"48.815","DNA","02-FEB-2023",79,"59.4936708860759","40.5063291139241","94.3511265444561",NA,0,"Jedunavirus","Jedunavirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Klebsiella pneumoniae 1119",40536,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",10113,"virulent","0.10704674106150561","0.8929532589384943","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12678","MZ375232","Salmonella","Salmonella phage seszw","Salmonella phage seszw Skatevirus Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",45807,FALSE,"45.927","DNA","11-FEB-2022",74,"63.5135135135135","36.4864864864865","90.0364573100181",NA,1,"Skatevirus","Skatevirus","Unclassified","Unclassified","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","PHG","Salmonella enterica subsp. enterica serovar Typhimurium",40870,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",17907,"virulent","0.47655129009182295","0.523448709908177","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12679","MZ375233","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39938,FALSE,"48.395","DNA","11-FEB-2022",51,"100","0","90.8758575792478",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18032,"virulent","0.01728844391233484","0.9827115560876651","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12680","MZ375234","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39938,FALSE,"48.400","DNA","11-FEB-2022",51,"100","0","90.8758575792478",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18031,"virulent","0.017200964504890597","0.9827990354951095","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12681","MZ375235","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38457,FALSE,"48.423","DNA","11-FEB-2022",46,"100","0","90.6857009127077",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18030,"virulent","0.002606992009875872","0.9973930079901241","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12682","MZ375236","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38457,FALSE,"48.428","DNA","11-FEB-2022",46,"100","0","90.6857009127077",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18029,"virulent","0.003050337142515542","0.9969496628574844","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12683","MZ375237","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39218,FALSE,"48.434","DNA","11-FEB-2022",47,"100","0","90.8460400836351",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18028,"virulent","0.0017177580243875426","0.9982822419756124","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12684","MZ375238","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38112,FALSE,"48.434","DNA","11-FEB-2022",44,"100","0","90.7037153652393",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18027,"virulent","0.003018425252460913","0.996981574747539","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12685","MZ375239","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",39105,FALSE,"48.434","DNA","11-FEB-2022",46,"100","0","90.6712696586114",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18026,"virulent","0.004241235040751961","0.9957587649592481","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12686","MZ375240","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38831,FALSE,"48.405","DNA","11-FEB-2022",44,"100","0","90.3762457830084",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18025,"virulent","0.0025687013423658614","0.9974312986576341","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
"12687","MZ375241","Escherichia","Escherichia phage T7","Escherichia phage T7 Teseptimavirus T7 Teseptimavirus Studiervirinae Autographiviridae Caudoviricetes Uroviricota Heunggongvirae Duplodnaviria Viruses",38926,FALSE,"48.451","DNA","11-FEB-2022",45,"100","0","90.1479730771207",NA,0,"Teseptimavirus","Teseptimavirus","Studiervirinae","Autographiviridae","Unclassified","Caudoviricetes","Uroviricota","Heunggongvirae","Duplodnaviria","Group I","SYN","Unspecified",40453,"Enterobacteriaceae","FALSE","Bacteria","Pseudomonadota_Lytic_NonSpor","Pseudomonadota","Gammaproteobacteria","Enterobacterales",18024,"virulent","0.015351996223684989","0.9846480037763151","OtherPhyla_Lytic_NonSpor","NonSpor","Lytic","OtherPhyla","Pseudomonadota","not_run","not_run"
