Assembly Name	Assembly Accession	Assembly Paired Assembly Accession	Organism Name	Organism Taxonomic ID	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Annotation Release Date	Assembly Stats Total Sequence Length	Assembly Stats Total Number of Chromosomes	Assembly Stats Number of Contigs	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Assembly Stats GC Percent	Annotation BUSCO Complete	Annotation BUSCO Single Copy	Annotation BUSCO Duplicated	Annotation BUSCO Fragmented	Annotation BUSCO Missing	Annotation BUSCO Lineage	Annotation Count Gene Total	CheckM marker set	CheckM completeness	CheckM contamination
ASM4906032v1	GCF_049060325.1	GCA_049060325.1	Vescimonas sanitatis	3376993		MH37-1					GCF_049060325.1-RS_2025_03_28	2025-03-28	2689990		66	Contig	2025-03-26	JBMGPW01	66	58.5							2756	Ruminococcaceae	90.89	0.75
ASM2352283v1	GCF_023522835.1	GCA_023522835.1	Oceanobacillus saliphilus	2925834		APA_H-1(4)					GCF_023522835.1-RS_2025_08_02	2025-08-02	4227370		288	Scaffold	2022-05-23	JALCZU01	283	38.5							4238	Oceanobacillus	70.52	17.98
ASM338620v1	GCF_003386205.1	GCA_003386205.1	Cohnella lupini	1294267		CECT 8236					GCF_003386205.1-RS_2025_05_04	2025-05-04	6342800		69	Scaffold	2018-08-14	QRDY01	65	50.5							5706	Cohnella	94.56	11.59
IMG-taxon 2695420940 annotated assembly	GCF_900129355.1	GCA_900129355.1	Seinonella peptonophila	112248		DSM 44666					GCF_900129355.1-RS_2025_04_07	2025-04-07	3844441		42	Scaffold	2016-12-03	FQVL01	41	39							3784	Thermoactinomycetaceae	79.18	7.32
ASM221792v1	GCF_002217925.1	GCA_002217925.1	Secundilactobacillus mixtipabuli	1435342		IWT30					GCF_002217925.1-RS_2025_08_12	2025-08-12	2511119		88	Scaffold	2017-06-14	BCMF01	87	43.5							2430	Lactobacillaceae	98.47	0.74
ASM430799v1	GCF_004307995.1	GCA_004307995.1	Paenibacillus thalictri	2527873		N2SHLJ1					GCF_004307995.1-RS_2025_03_28	2025-03-28	9419252		82	Contig	2019-02-27	SIRE01	82	51							8105	Paenibacillus	98.61	0.92
ASM476470v1	GCF_004764705.1	GCA_004764705.1	Paenibacillus cymbidii	1639034		R196					GCF_004764705.1-RS_2025_12_11	2025-12-11	9454109		81	Contig	2019-04-09	SHLX01	81	57.5							7849	Paenibacillus	99.61	1.7
ASM1428767v1	GCF_014287675.1	GCA_014287675.1	Lawsonibacter faecis	2763052		NSJ-52					GCF_014287675.1-RS_2025_04_15	2025-04-15	4054796		35	Contig	2020-08-24	JACOPQ01	35	62							3577	Ruminococcaceae	98.76	2.15
ASM68670v1	GCF_000686705.1	GCA_000686705.1	Clostridium hydrogeniformans DSM 21757	1121319		DSM 21757					GCF_000686705.1-RS_2025_04_11	2025-04-11	4101506		34	Scaffold	2014-05-08	JMLJ01	31	29.5							3809	Clostridium	99.38	3.02
IMG-taxon 2585428085 annotated assembly	GCF_900130065.1	GCA_900130065.1	Sporobacter termitidis DSM 10068	1123282		DSM 10068					GCF_900130065.1-RS_2025_04_12	2025-04-12	4198214		40	Scaffold	2016-12-03	FQXV01	37	56.5							3911	Ruminococcaceae	98.14	2.67
ASM3081431v1	GCF_030814315.1	GCA_030814315.1	Croceifilum oryzae	1553429		DSM 46876					GCF_030814315.1-RS_2025_08_20	2025-08-20	3234446		35	Contig	2023-08-18	JAUSUV01	35	42							3144	Thermoactinomycetaceae	75.09	9.39
Oribacterium_sp_ACB7_V1	GCF_000238075.1	GCA_000238075.1	Oribacterium asaccharolyticum ACB7	796944		ACB7					GCF_000238075.1-RS_2025_12_13	2025-12-13	2520584		21	Scaffold	2011-12-15	AFZD01	9	43.5							2285	Oribacterium	99.22	0.1
ASM371082v1	GCF_003710825.1	GCA_003710825.1	Brevibacillus fluminis	511487		JCM 15716					GCF_003710825.1-RS_2025_05_04	2025-05-04	6456133		98	Contig	2018-11-04	RHHQ01	98	50.5							6219	Brevibacillus	89.66	14.93
ASM2165411v1	GCF_021654115.1	GCA_021654115.1	Furfurilactobacillus milii	2888272		FUA3430					GCF_021654115.1-RS_2025_05_31	2025-05-31	2649270		26	Contig	2022-01-28	JAIWJF01	26	43.5							2517	Lactobacillaceae	98	2.61
ASM3952186v1	GCF_039521865.1	GCA_039521865.1	Paenibacillus motobuensis	295324		JCM 12774					GCF_039521865.1-RS_2025_05_10	2025-05-10	5453823		41	Scaffold	2024-02-23	BAAACX01	30	46.5							4970	Paenibacillus	95.69	0.16
ASM2556757v1	GCF_025567575.1	GCA_025567575.1	Paenibacillus baimaensis	2982185		WQ 127069					GCF_025567575.1-RS_2025_12_13	2025-12-13	9037301		127	Contig	2022-10-04	JAOQIO01	127	45.5							7989	Paenibacillus	86.78	1.6
ASM4192519v1	GCF_041925195.1	GCA_041925195.1	Flintibacter porci	3342383		P01025					GCF_041925195.1-RS_2025_05_05	2025-05-05	3361386		47	Contig	2024-09-14	JBHEVB01	47	56.5							3358	Clostridiales	99.12	1.32
ASM2260646v1	GCF_022606465.1	GCA_022606465.1	Sulfoacidibacillus ferrooxidans	2005001		S0AB					GCF_022606465.1-RS_2025_03_14	2025-03-14	3342730		150	Contig	2022-03-17	JALBUF01	150	43.5							3405	Alicyclobacillaceae	93.98	2.63
ASM323384v1	GCF_003233845.1	GCA_003233845.1	Paenibacillus sambharensis	1803190		SMB1					GCF_003233845.1-RS_2025_05_04	2025-05-04	5661449		63	Contig	2018-06-16	QKRB01	63	52.5							5225	Paenibacillus	98.87	0.56
ASM301471v1	GCF_003014715.1	GCA_003014715.1	Salsuginibacillus halophilus	517424		CGMCC 1.07653					GCF_003014715.1-RS_2025_05_13	2025-05-13	3019496		29	Contig	2018-03-23	PYAV01	29	46							3013	Bacillaceae	98.64	0.05
JJ-181	GCF_948329515.1	GCA_948329515.1	Cohnella rhizoplanae	2974897		JJ-181					GCF_948329515.1-RS_2025_06_11	2025-06-11	6781847		71	Scaffold	2023-01-28	CAOJCN01	64	60.5							5776	Cohnella	94.03	12.29
ASM215638v1	GCF_002156385.1	GCA_002156385.1	Halalkalibacter urbisdiaboli	1960589		FJAT-45385					GCF_002156385.1-RS_2025_04_30	2025-04-30	4555038		48	Scaffold	2017-05-22	MVJM01	12	38							4574	Bacillaceae	98.71	0.86
ASM394650v1	GCF_003946505.1	GCA_003946505.1	Companilactobacillus mishanensis	2486008		256-3					GCF_003946505.1-RS_2025_12_03	2025-12-03	2348649		28	Contig	2018-12-14	RHON01	28	36.5							2282	Lactobacillaceae	99.13	0.24
ASM1736845v1	GCF_017368455.1	GCA_017368455.1	Proteiniclasticum aestuarii	2817862		SCR006					GCF_017368455.1-RS_2025_04_30	2025-04-30	3184189		33	Contig	2021-03-16	JAFNJU01	33	45.5							3058	Clostridiaceae	99.17	2.69
ASM1690887v1	GCF_016908875.1	GCA_016908875.1	Bacillus ectoiniformans	1494429		DSM 28970					GCF_016908875.1-RS_2025_03_28	2025-03-28	3531559		35	Contig	2021-02-19	JAFBES01	35	41							3511	Bacillus	98.82	0.74
ASM2753362v1	GCF_027533625.1	GCA_027533625.1	Paenibacillus gyeongsangnamensis	3388067		dW9					GCF_027533625.1-RS_2024_12_23	2024-12-23	7787916		72	Scaffold	2023-01-02	JAQAGZ01	71	51.5							7553	Paenibacillus	98.61	1.57
ASM440512v1	GCF_004405125.1	GCA_004405125.1	Jeotgalibacillus salarius	546023		ASL-1					GCF_004405125.1-RS_2025_04_19	2025-04-19	3424270		39	Scaffold	2019-03-26	SORX01	34	41.5							3459	Planococcaceae	93.8	5.43
Marseille-Q6994	GCF_948472335.1	GCA_948472335.1	Streptococcus bouchesdurhonensis	2954240		Marseille-Q6994					GCF_948472335.1-RS_2025_05_12	2025-05-12	3766235		42	Contig	2023-02-03	CAOKTW01	42	40							3854	Streptococcus	99.27	52.28
ASM1965605v1	GCF_019656055.1	GCA_019656055.1	Leuconostoc miyukkimchii	910540		JCM 17445					GCF_019656055.1-RS_2024_09_02	2024-09-02	1913501		12	Contig	2021-05-29	BPKY01	12	36.5							1917	Leuconostoc	99.22	0.94
ASM2861062v1	GCF_028610625.1	GCA_028610625.1	Guptibacillus spartinae	3025679		FJAT-53046					GCF_028610625.1-RS_2025_06_08	2025-06-08	4475952		47	Scaffold	2023-02-13	JAQQWU01	45	40							4738	Bacillales	98.88	0.19
ASM1648130v1	GCF_016481305.1	GCA_016481305.1	Streptococcus pacificus	2740577		CSL7591					GCF_016481305.1-RS_2025_05_05	2025-05-05	1656080		10	Contig	2021-01-04	JAENBO01	10	35.5							1581	Streptococcus	98.91	0.06
ASM1787376v1	GCF_017873765.1	GCA_017873765.1	Paenibacillus sediminis	664909		DSM 23491					GCF_017873765.1-RS_2025_04_29	2025-04-29	3608107		32	Contig	2021-04-08	JAGGKP01	32	43							3606	Paenibacillus	98.33	0.56
ASM2936058v1	GCF_029360585.1	GCA_029360585.1	Cohnella caldifontis	3027471		YIM B05605					GCF_029360585.1-RS_2025_04_06	2025-04-06	5510416		57	Scaffold	2023-03-22	JAQZSJ01	55	59							5077	Cohnella	94.98	8.63
ASM975777v1	GCF_009757775.1	GCA_009757775.1	Paenibacillus lutrae	2078573		N10					GCF_009757775.1-RS_2025_03_29	2025-03-29	5538742		54	Scaffold	2019-12-16	RHLK01	44	50							4957	Paenibacillus	99.17	0.19
ASM3982260v1	GCF_039822605.1	GCA_039822605.1	Paenibacillus wenxiniae	1636843		DSM 100576					GCF_039822605.1-RS_2025_08_26	2025-08-26	5951904		68	Scaffold	2024-05-24	JBCGUH01	54	45.5							4783	Paenibacillus	87.32	1.98
ASM2481443v1	GCF_024814435.1	GCA_024814435.1	Staphylococcus americanisciuri	2973940		GRT3					GCF_024814435.1-RS_2024_09_02	2024-09-02	2237001		29	Contig	2022-08-31	JANUXY01	29	37.5							2191	Staphylococcus	94.39	0.28
ASM2303647v1	GCF_023036475.1	GCA_023036475.1	Bacillus pinisoli	2901866		GXH0341					GCF_023036475.1-RS_2025_03_09	2025-03-09	4004187		38	Contig	2022-04-18	JAJQKI01	38	37							4099	Bacillus	97.65	0.07
PRJEB14542	GCF_900091705.1	GCA_900091705.1	Clostridium mediterraneense	1805472		Marseille-P2434T					GCF_900091705.1-RS_2025_12_09	2025-12-09	3083338		31	Scaffold	2016-07-06	FLSO01	5	27.5							2845	Clostridium	97.52	2.64
ASM342910v1	GCF_003429105.1	GCA_003429105.1	Peribacillus glennii	2303991		V44-8					GCF_003429105.1-RS_2025_12_09	2025-12-09	4469041		27	Contig	2018-08-27	QVTD01	27	42.5							4448	Bacillaceae	99.03	0.34
ASM202770v1	GCF_002027705.1	GCA_002027705.1	Paenibacillus ferrarius	1469647		CY1					GCF_002027705.1-RS_2025_04_22	2025-04-22	9184342		75	Scaffold	2017-03-15	MBTG01	73	45.5							8246	Paenibacillus	99.17	
ASM183290v1	GCF_001832905.1	GCA_001832905.1	Floricoccus tropicus	1859473		DF1					GCF_001832905.1-RS_2025_04_07	2025-04-07	2157756		26	Contig	2016-10-13	MKIR01	26	33							2253	Streptococcaceae	98.13	2.28
ASM4266020v1	GCF_042660205.1	GCA_042660205.1	Sporolactobacillus kofuensis	269672		CCUG 42001					GCF_042660205.1-RS_2025_11_20	2025-11-20	2969113		40	Scaffold	2024-10-06	JBHSTQ01	38	42							2874	Sporolactobacillaceae	83.68	9.17
IMG-taxon 2585428078 annotated assembly	GCF_900130005.1	GCA_900130005.1	Clostridium collagenovorans DSM 3089	1121306		DSM 3089					GCF_900130005.1-RS_2025_04_12	2025-04-12	3482404		35	Scaffold	2016-12-03	FQXP01	30	29							3085	Clostridium	98.76	0.72
IMG-taxon 2740891832 annotated assembly	GCF_900217795.1	GCA_900217795.1	Ureibacillus xyleni	614648		JC22					GCF_900217795.1-RS_2025_03_16	2025-03-16	4050949		36	Scaffold	2017-09-28	OBMQ01	31	35							4022	Planococcaceae	90.87	5.18
SAMEA104055222	GCF_900183575.1	GCA_900183575.1	Staphylococcus cornubiensis	1986155		NW1					GCF_900183575.1-RS_2025_03_28	2025-03-28	2677814		136	Contig	2017-05-11	FXUZ01	136	37.5							2485	Staphylococcus	99.53	0.28
ASM1139302v1	GCF_011393025.1	GCA_011393025.1	Neobacillus terrae	3034837		C11					GCF_011393025.1-RS_2025_03_27	2025-03-27	5500496		99	Contig	2020-03-17	JAAOEO01	99	39							5420	Bacillaceae	99.35	0.59
ASM3807031v1	GCF_038070315.1	GCA_038070315.1	Paenibacillus filicis	669464		KACC14197					GCF_038070315.1-RS_2025_04_11	2025-04-11	7686931		59	Scaffold	2024-04-11	JBBPCC01	58	53.5							7131	Paenibacillus	99.17	1.77
ASM2556740v1	GCF_025567405.1	GCA_025567405.1	Suilimivivens aceti	2981774		Sanger_18					GCF_025567405.1-RS_2025_02_28	2025-02-28	3334484		55	Scaffold	2022-10-04	JAOQKJ01	41	44.5							3286	Lachnospiraceae	99.06	0.83
ASM401115v1	GCF_004011155.1	GCA_004011155.1	Clostridium prolinivorans	2769420		PYR-10					GCF_004011155.1-RS_2025_12_09	2025-12-09	2615293		60	Contig	2019-01-10	RJWG01	60	27.5							2494	Clostridium	100	1.24
ASM4009595v1	GCF_040095955.1	GCA_040095955.1	Blautia caccae	3133175		CLA-SR-H028					GCF_040095955.1-RS_2025_07_07	2025-07-07	5827087		117	Contig	2024-06-07	JBBMFP01	117	46.5							5321	Blautia	97.96	1.13
ASM4267894v1	GCF_042678945.1	GCA_042678945.1	Paenibacillus puldeungensis	696536		CCUG 59189					GCF_042678945.1-RS_2025_11_20	2025-11-20	5531624		54	Scaffold	2024-10-06	JBHTLM01	53	47.5							5207	Paenibacillus	99.58	
IMG-taxon 2675903018 annotated assembly	GCF_900111295.1	GCA_900111295.1	Salipaludibacillus aurantiacus	1601833		S9					GCF_900111295.1-RS_2025_05_03	2025-05-03	4435185		42	Scaffold	2016-10-31	FOGT01	41	42.5							4335	Bacillaceae	99.35	0.32
ASM4268508v1	GCF_042685085.1	GCA_042685085.1	Marinicrinis sediminis	1652465		KCTC 33676					GCF_042685085.1-RS_2025_11_20	2025-11-20	4218192		53	Scaffold	2024-10-07	JBHUMM01	45	48.5							3853	Paenibacillaceae	96.44	
ASM3710472v1	GCF_037104725.1	GCA_037104725.1	Bacillus bruguierae	3127667		FJAT-51639					GCF_037104725.1-RS_2025_02_02	2025-02-02	5096950		50	Scaffold	2024-03-11	JBAWSX01	46	36							5246	Bacillus	98.82	0.1
ASM326827v1	GCF_003268275.1	GCA_003268275.1	Hydrogeniiclostridium mannosilyticum	2764322		ASD2818					GCF_003268275.1-RS_2025_12_11	2025-12-11	3014016		64	Contig	2018-06-27	QLYR01	64	52.5							2842	Clostridiales	98.25	
ASM1483659v1	GCF_014836595.1	GCA_014836595.1	Psychrobacillus faecigallinarum	2762235		Sa2BUA9					GCF_014836595.1-RS_2025_11_23	2025-11-23	4007948		37	Scaffold	2020-09-30	JACSQO01	32	36.5							4102	Bacillaceae	100	0.43
ASM1690811v1	GCF_016908115.1	GCA_016908115.1	Peptoniphilus gorbachii	411567		DSM 21461					GCF_016908115.1-RS_2025_03_28	2025-03-28	1865235		18	Contig	2021-02-19	JAFBDH01	18	31.5							1834	Peptoniphilus	97.84	2.36
IMG-taxon 2675903160 annotated assembly	GCF_900110165.1	GCA_900110165.1	Lihuaxuella thermophila	1173111		DSM 46701					GCF_900110165.1-RS_2025_04_24	2025-04-24	3808945		41	Scaffold	2016-10-31	FOCQ01	40	49							3778	Thermoactinomycetaceae	85.12	18.14
ASM400106v1	GCF_004001065.1	GCA_004001065.1	Paenibacillus xylaniclasticus	588083		NBRC 106381					GCF_004001065.1-RS_2025_09_09	2025-09-09	4924765		106	Contig	2018-12-29	BIML01	106	49.5							4514	Paenibacillus	99.17	1.02
ASM1782997v1	GCF_017829975.1	GCA_017829975.1	Vagococcus allomyrinae	2794353		BWB3-3					GCF_017829975.1-RS_2025_05_26	2025-05-26	5705793		52	Scaffold	2021-04-07	JAEEGA01	43	40							5397	Enterococcaceae	98.21	7.82
ASM434216v1	GCF_004342165.1	GCA_004342165.1	Natranaerovirga pectinivora	682400		DSM 24629					GCF_004342165.1-RS_2025_08_25	2025-08-25	3061098		31	Scaffold	2019-03-11	SMAL01	29	31.5							2929	Clostridia	100	0.91
IMG-taxon 2585428089 annotated assembly	GCF_900141845.1	GCA_900141845.1	Clostridium cavendishii DSM 21758	1121302		DSM 21758					GCF_900141845.1-RS_2025_04_12	2025-04-12	4987666		63	Scaffold	2016-12-03	FQZB01	56	28							4614	Clostridium	98.76	2.07
ASM1328209v1	GCF_013282095.1	GCA_013282095.1	Enterocloster alcoholdehydrogenati	2547410		C5-48					GCF_013282095.1-RS_2025_12_13	2025-12-13	3806033		47	Contig	2020-06-03	BLTJ01	47	49							3581	Lachnospiraceae	98.44	0.71
ASM173022v1	GCF_001730225.1	GCA_001730225.1	Desulfuribacillus alkaliarsenatis	766136		AHT28					GCF_001730225.1-RS_2025_07_18	2025-07-18	3106435		36	Contig	2016-09-16	MIJE01	36	37.5							3042	Bacteria	100	5.17
IMG-taxon 2671180221 annotated assembly	GCF_900096905.1	GCA_900096905.1	Pelagirhabdus alkalitolerans	1612202		S5					GCF_900096905.1-RS_2025_05_03	2025-05-03	2527601		24	Scaffold	2016-10-21	FMYI01	23	37							2479	Bacillaceae	90.82	0.65
ASM4671973v1	GCF_046719735.1	GCA_046719735.1	Halobacillus rhizosphaerae	3064889		T66					GCF_046719735.1-RS_2025_01_16	2025-01-16	4223887		60	Contig	2025-01-15	JAUTWQ01	60	41							4349	Halobacillus	88.52	9.92
ASM295989v1	GCF_002959895.1	GCA_002959895.1	Veillonella infantium	1911679		T11011-4					GCF_002959895.1-RS_2025_04_02	2025-04-02	2021343		15	Contig	2018-02-27	PPDD01	15	38.5							1893	Veillonella	99.89	0.12
12075_1#88	GCF_900097965.1	GCA_900097965.1	Staphylococcus caeli	2201815		82B					GCF_900097965.1-RS_2025_09_28	2025-09-28	2708739		41	Contig	2016-10-03	FMPG01	41	33.5							2718	Staphylococcus	98.85	0.16
ASM360963v1	GCF_003609635.1	GCA_003609635.1	Lacrimispora algidixylanolytica	94868		SPL73					GCF_003609635.1-RS_2025_12_13	2025-12-13	4639933		35	Contig	2018-10-02	MCIA01	35	40							4314	Lachnospiraceae	98.68	3.39
ASM366857v1	GCF_003668575.1	GCA_003668575.1	Falsibacillus albus	2478915		GY 10110					GCF_003668575.1-RS_2025_12_09	2025-12-09	4485249		45	Scaffold	2018-10-22	RCVZ01	37	42.5							4470	Bacillaceae	98.71	0.48
ASM969637v1	GCF_009696375.1	GCA_009696375.1	Clostridium porci	2605778		WCA-389-WT-23D1					GCF_009696375.1-RS_2025_12_11	2025-12-11	4224091		69	Contig	2019-11-22	VUMD01	69	46							4121	Clostridium	98.14	0.94
CIP111891	GCF_927798215.1	GCA_927798215.1	Paenibacillus allorhizoplanae	2905648		CIP 111891					GCF_927798215.1-RS_2025_03_29	2025-03-29	8162691		78	Scaffold	2022-01-24	CAKMMW01	75	45							7160	Paenibacillus	99.72	1.27
ASM576516v1	GCF_005765165.1	GCA_005765165.1	Paenibacillus antri	2582848		SYSU K30003					GCF_005765165.1-RS_2025_08_06	2025-08-06	7182231		82	Contig	2019-05-24	VCIW01	82	59							6510	Paenibacillus	98.47	
ASM1898294v1	GCF_018982945.1	GCA_018982945.1	Anaerostipes faecalis	2738446		AGMB03513					GCF_018982945.1-RS_2024_12_16	2024-12-16	2544126		37	Contig	2021-06-21	JABRXE01	37	37							2597	Lachnospiraceae	97.5	3.02
ASM1787396v1	GCF_017873965.1	GCA_017873965.1	Ammoniphilus resinae	861532		DSM 24738					GCF_017873965.1-RS_2025_04_29	2025-04-29	4996620		58	Contig	2021-04-08	JAGGKT01	58	42.5							5118	Paenibacillaceae	95.97	4.3
ASM4267590v1	GCF_042675905.1	GCA_042675905.1	Paenibacillus chungangensis	696535		CCUG 59129					GCF_042675905.1-RS_2025_11_20	2025-11-20	5462589		73	Contig	2024-10-06	JBHTJZ01	73	50.5							4771	Paenibacillus	98.75	
ASM2902800v1	GCF_029028005.1	GCA_029028005.1	Alkalihalobacterium chitinilyticum	2980103		MEB 203					GCF_029028005.1-RS_2025_08_18	2025-08-18	4882427		51	Scaffold	2023-03-08	JAOTPO01	49	37.5							4874	Bacillaceae	99.35	1.08
ASM333737v1	GCF_003337375.1	GCA_003337375.1	Paenibacillus prosopidis	630520		CECT 7506					GCF_003337375.1-RS_2025_05_04	2025-05-04	6635990		92	Scaffold	2018-07-24	QPJD01	81	47							6092	Paenibacillus	99.72	2.86
ASM336956v1	GCF_003369565.1	GCA_003369565.1	Oceanobacillus chungangensis	1229152		CAU 1051					GCF_003369565.1-RS_2025_05_04	2025-05-04	4010023		37	Scaffold	2018-08-10	PIOD01	31	37							3963	Oceanobacillus	67.33	14.96
ASM143720v1	GCF_001437205.1	GCA_001437205.1	Lactobacillus selangorensis	81857		DSM 13344					GCF_001437205.1-RS_2025_03_29	2025-03-29	2086969		32	Contig	2015-11-06	JQAZ01	32	46.5							2139	Lactobacillus	97.93	0.98
ASM2556736v1	GCF_025567365.1	GCA_025567365.1	Anaerostipes amylophilus	2981779		H1_26					GCF_025567365.1-RS_2025_02_28	2025-02-28	2459729		26	Scaffold	2022-10-04	JAOQJG01	20	36.5							2444	Lachnospiraceae	98.12	1.98
ASM1906120v1	GCF_019061205.1	GCA_019061205.1	Apilactobacillus waqarii	2851006		HBW1					GCF_019061205.1-RS_2025_05_22	2025-05-22	1490797		38	Contig	2021-06-29	JAHQYH01	38	37							1423	Lactobacillaceae	97.88	0.98
PRJEB20397	GCF_900176885.1	GCA_900176885.1	Oceanobacillus senegalensis	1936063		Marseille-P3587					GCF_900176885.1-RS_2025_05_03	2025-05-03	4300368		41	Scaffold	2017-04-26	FWYO01	4	37							4251	Oceanobacillus	67.64	19.46
ASM586987v1	GCF_005869875.1	GCA_005869875.1	Paenibacillus pinistramenti	1768003		ASL46					GCF_005869875.1-RS_2025_03_28	2025-03-28	4201341		50	Contig	2019-05-28	VAWG01	50	52							3872	Paenibacillus	99.1	0.39
IMG-taxon 2675903166 annotated assembly	GCF_900111235.1	GCA_900111235.1	[Clostridium] fimetarium	99656		DSM 9179					GCF_900111235.1-RS_2025_12_13	2025-12-13	4568183		48	Contig	2016-10-31	FOJI01	48	33.5							4185	Lachnospiraceae	98.75	2.68
ASM3073090v1	GCF_030730905.1	GCA_030730905.1	Chengkuizengella axinellae	3064388		2205SS18-9					GCF_030730905.1-RS_2025_08_22	2025-08-22	5065763		77	Contig	2023-08-14	JAVAMP01	77	34							4967	Paenibacillaceae	95.95	1.56
ASM1498297v1	GCF_014982975.1	GCA_014982975.1	Claveliimonas monacensis	2779351		DSM 108991					GCF_014982975.1-RS_2025_12_13	2025-12-13	3008920		36	Contig	2020-10-25	JADCKL01	36	50.5							2914	Lachnospiraceae	98.12	1.56
ASM4009589v1	GCF_040095895.1	GCA_040095895.1	Lachnospira intestinalis	3133158		CLA-AA-H89B					GCF_040095895.1-RS_2025_07_20	2025-07-20	3097876		35	Contig	2024-06-07	JBBMFS01	35	41.5							2977	Lachnospira	74.58	16.25
ASM1944310v1	GCF_019443105.1	GCA_019443105.1	Paenibacillus oenotherae	1435645		DT7-4					GCF_019443105.1-RS_2025_05_06	2025-05-06	5694872		104	Scaffold	2021-08-02	JAHZIJ01	103	50.5							4979	Paenibacillus	98.89	0.63
ASM990918v1	GCF_009909185.1	GCA_009909185.1	Paenibacillus glycinis	2697035		T1					GCF_009909185.1-RS_2025_12_11	2025-12-11	7325334		54	Contig	2020-01-20	JAAAMV01	54	58							6331	Paenibacillus	99.72	1.11
ASM1099395v1	GCF_010993955.1	GCA_010993955.1	Oceanobacillus halotolerans	2663380		YIM 98839					GCF_010993955.1-RS_2025_11_23	2025-11-23	3324657		29	Scaffold	2020-02-24	WIXL01	24	37							3170	Oceanobacillus	57.56	11.59
ASM1535242v1	GCF_015352425.1	GCA_015352425.1	Fusibacter ferrireducens	2785058		Q10-2					GCF_015352425.1-RS_2025_12_09	2025-12-09	5280720		54	Scaffold	2020-11-10	JADKNH01	45	37.5							4736	Clostridiales	99.12	4.24
ASM2223454v1	GCF_022234545.1	GCA_022234545.1	Paenibacillus piscarius	1089681		P121					GCF_022234545.1-RS_2025_03_27	2025-03-27	7437208		62	Scaffold	2022-02-15	JAIEUI01	57	54							6549	Paenibacillus	99.17	0.93
ASM964974v1	GCF_009649745.1	GCA_009649745.1	Aquibacillus halophilus	930132		B6B					GCF_009649745.1-RS_2025_03_28	2025-03-28	4324655		56	Contig	2019-11-11	WJNG01	56	36							4358	Bacillaceae	99.23	1.45
ASM1334371v1	GCF_013343715.1	GCA_013343715.1	Mesobacillus harenae	2213203		Y40					GCF_013343715.1-RS_2025_04_05	2025-04-05	4672576		65	Scaffold	2020-06-15	JABUNR01	64	40.5							4634	Bacillaceae	99.03	0.07
ASM778647v1	GCF_007786475.1	GCA_007786475.1	Cohnella terricola	1289167		G13					GCF_007786475.1-RS_2025_05_04	2025-05-04	5387258		52	Scaffold	2019-07-31	VNJJ01	41	51.5							5068	Cohnella	93.16	9.72
ASM3081311v1	GCF_030813115.1	GCA_030813115.1	Caldalkalibacillus horti	77523		DSM 12751					GCF_030813115.1-RS_2025_03_09	2025-03-09	4751370		49	Contig	2023-08-18	JAUSTY01	49	40							4461	Bacillus	92.88	2.82
ASM2462345v1	GCF_024623455.1	GCA_024623455.1	Paenibacillus soyae	2969249		SCIV0701					GCF_024623455.1-RS_2025_08_25	2025-08-25	6868203		116	Scaffold	2022-08-10	JANIPJ01	113	55							6064	Paenibacillus	99.72	
IMG-taxon 2681813511 annotated assembly	GCF_900156645.1	GCA_900156645.1	Salimicrobium flavidum	570947		DSM 23127					GCF_900156645.1-RS_2025_12_09	2025-12-09	2900825		28	Scaffold	2017-01-14	FTOC01	27	45.5							2965	Bacillaceae	96.51	
ASM1421205v1	GCF_014212055.1	GCA_014212055.1	Cohnella zeiphila	2761120		CBP-2801					GCF_014212055.1-RS_2025_03_23	2025-03-23	7924106		103	Scaffold	2020-08-16	JACJVO01	95	58.5							7015	Cohnella	93.89	12.82
ASM1088212v1	GCF_010882125.1	GCA_010882125.1	Peribacillus alkalitolerans	1550385		KCTC 33631					GCF_010882125.1-RS_2025_03_29	2025-03-29	4472175		82	Scaffold	2020-02-20	JAAGVZ01	77	37.5							4470	Bacillaceae	99.14	0.65
ASM4266559v1	GCF_042665595.1	GCA_042665595.1	Bhargavaea changchunensis	2134037		CGMCC 1.13508					GCF_042665595.1-RS_2025_03_02	2025-03-02	3264925		38	Contig	2024-10-06	JBHTCT01	38	53.5							3330	Planococcaceae	92.39	3.64
ASM1693885v1	GCF_016938855.1	GCA_016938855.1	Polycladomyces zharkentensis	2807616		ZKZ2T					GCF_016938855.1-RS_2025_08_25	2025-08-25	3317478		27	Scaffold	2021-02-24	JAFHAP01	22	52.5							3305	Thermoactinomycetaceae	80.11	9.34
